Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10	chr1	229516582	229558695	-	413	3.13121
ABCB10P	chr15	23179869	23182049	+	22	0.38124
ABCB11	chr2	168922826	169031323	-	19	0.13028
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	125	0.65506
ABCB5	chr7	20615622	20777038	+	2	0.00832
ABCB6	chr2	219209766	219222738	-	1289	6.3975
ABCB7	chrX	75053172	75156340	-	660	8.60444
ABCB8	chr7	151028422	151052753	+	1075	3.54807
ABCB9	chr12	122920178	122981649	-	930	3.8642
ABCC1	chr16	15949577	16143074	+	1056	5.26806
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	678	3.14335
ABCC11	chr16	48166910	48247568	-	132	0.6885
ABCC12	chr16	48082973	48156018	-	26	0.10419
ABCC13	chr21	14236206	14362754	+	2	0.00705
ABCC2	chr10	99782694	99852192	+	108	0.62365
ABCC3	chr17	50634814	50692252	+	29	0.10352
ABCC4	chr13	95019829	95301446	-	240	1.09522
ABCC5	chr3	183919934	184018015	-	1964	7.46537
ABCC6	chr16	16148928	16223522	-	197	0.98498
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	10	0.11016
ABCC6P2	chr16	14820792	14824702	-	3	0.10528
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	3292	18.55616
ABCC9	chr12	21797389	21941863	-	772	2.41314
ABCD1	chrX	153724868	153744762	+	174	1.75459
ABCD2	chr12	39550033	39620041	-	355	2.0553
ABCD3	chr1	94418377	94518666	+	1522	7.41658
ABCD4	chr14	74285277	74303064	-	1152	4.87942
ABCE1	chr4	145097932	145129524	+	153	0.87482
ABCF1	chr6	30571376	30597179	+	1506	12.58419
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	879	6.05564
ABCF3	chr3	184186023	184194012	+	1178	8.53889
ABCG1	chr21	42199689	42297244	+	1830	11.29941
ABCG2	chr4	88090264	88231417	-	1407	10.83469
ABCG4	chr11	119149012	119162666	+	221	1.32918
ABCG5	chr2	43806130	43838900	-	97	0.85776
ABCG8	chr2	43838964	43878808	+	214	2.67637
ABHD1	chr2	27123764	27130991	+	125	0.97731
ABHD10	chr3	111978876	111993368	+	99	0.71026
ABHD11	chr7	73736094	73738867	-	195	3.05551
ABHD12	chr20	25294743	25390983	-	3652	42.94493
ABHD12B	chr14	50872160	50904970	+	23	0.13798
ABHD13	chr13	108218379	108234255	+	74	0.4673
ABHD14A	chr3	51975026	51981200	+	388	8.30834
ABHD14A-ACY1	chr3	51975050	51989183	+	292	5.09979
ABHD14B	chr3	51968510	51983409	-	80	0.7449
ABHD15	chr17	29560547	29567137	-	127	1.33627
ABHD16A	chr6	31686949	31703444	-	736	4.97793
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	77	1.38976
ABHD17A	chr19	1876810	1885547	-	556	3.42298
ABHD17AP2	chr1	148146395	148149566	+	327	13.24626
ABHD17B	chr9	71862452	71911245	-	504	5.7031
ABHD17C	chr15	80695303	80755621	+	397	3.3985
ABHD2	chr15	89087459	89202360	+	1975	7.71912
ABHD3	chr18	21650897	21704805	-	218	2.06651
ABHD4	chr14	22598237	22613215	+	693	6.71749
ABHD5	chr3	43690870	43734371	+	478	2.35629
ABHD6	chr3	58237506	58294738	+	286	2.36628
ABHD8	chr19	17292131	17303473	-	1390	25.13596
ABI1	chr10	26746593	26861087	-	2302	20.62651
ABI2	chr2	203327874	203447723	+	2902	4.58372
ABI3	chr17	49210227	49223225	+	53	0.94042
ABI3BP	chr3	100749156	100993515	-	439	1.6165
ABL1	chr9	130713881	130887675	+	2438	10.75679
ABL2	chr1	179099327	179229684	-	1855	5.28842
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	7455	23.3998
ABLIM2	chr4	7957489	8158832	-	1455	5.09788
ABLIM3	chr5	149141483	149260542	+	2465	12.05839
ABO	chr9	133250401	133275214	-	49	0.29146
ABR	chr17	1003518	1229630	-	13962	46.92618
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	3	0.04116
ABRACL	chr6	139028682	139043302	+	5	0.10498
ABT1	chr6	26596943	26600744	+	132	1.68656
ABTB1	chr3	127672929	127680926	+	2215	12.58108
ABTB2	chr11	34150987	34358008	-	384	2.91778
AC012044.5	chr10	45815426	45817588	-	1	0.06428
AC022026.3	chr10	74371535	74372416	+	38	1.62833
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	1321	7.02298
ACAA2	chr18	49782167	49813960	-	637	5.2133
ACACA	chr17	37084988	37406822	-	4367	12.92264
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	9880	25.25931
ACAD10	chr12	111686053	111757107	+	662	3.13807
ACAD11	chr3	132558138	132660723	-	918	6.55617
ACAD8	chr11	134253495	134265855	+	838	3.94712
ACAD9	chr3	128879490	128916082	+	2262	12.33634
ACADL	chr2	210187908	210225491	-	158	1.26945
ACADM	chr1	75724347	75763679	+	1659	14.23725
ACADM/RABGGTB	chr1	75749497	75787575	+	153	10.59073
ACADS	chr12	120725735	120740008	+	404	5.76621
ACADSB	chr10	123008913	123058311	+	530	3.19831
ACADVL	chr17	7217125	7225273	+	11963	83.08231
ACAN	chr15	88803442	88875354	+	603	2.40122
ACAP1	chr17	7336529	7351478	+	66	0.35614
ACAP2	chr3	195274736	195443088	-	1403	4.80216
ACAP3	chr1	1292376	1309609	-	3063	11.19251
ACAT1	chr11	108121516	108148168	+	924	7.97488
ACAT2	chr6	159760328	159779112	+	329	2.84279
ACBD3	chr1	226144679	226186730	-	440	3.25113
ACBD4	chr17	45132600	45144181	+	748	7.48086
ACBD5	chr10	27195214	27242275	-	5389	45.10049
ACBD6	chr1	180275380	180502954	-	276	4.40323
ACBD7	chr10	15015072	15088776	-	2271	19.66346
ACCS	chr11	44065925	44084240	+	126	0.81167
ACCSL	chr11	44047981	44059977	+	0	0
ACD	chr16	67657512	67660815	-	1040	12.19551
ACE	chr17	63477061	63521848	+	438	1.45452
ACE2	chrX	15561033	15602148	-	14	0.13474
ACER1	chr19	6306142	6333629	-	4	0.10462
ACER2	chr9	19408927	19452620	+	177	1.9963
ACER3	chr11	76860873	77026797	+	102	0.35296
ACHE	chr7	100889994	100896914	-	385	3.9648
ACIN1	chr14	23058564	23095614	-	7899	32.77033
ACKR1	chr1	159203307	159206500	+	133	1.90765
ACKR2	chr3	42804752	42887974	+	37	0.25569
ACKR3	chr2	236560781	236582358	+	646	5.99881
ACKR4	chr3	132597237	132618967	+	48	0.61413
ACLY	chr17	41866908	41930542	-	1921	13.91661
ACMSD	chr2	134838430	134902076	+	41	0.5109
ACN9	chr7	97116590	97181763	+	90	1.53014
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	1239	5.92675
ACO2	chr22	41469117	41528989	+	19907	210.80762
ACOT1	chr14	73537114	73543794	+	179	3.94932
ACOT11	chr1	54542257	54639192	+	847	3.24664
ACOT12	chr5	81329921	81394169	-	11	0.16852
ACOT13	chr6	24667035	24705069	+	187	1.60699
ACOT2	chr14	73567620	73575658	+	549	8.67075
ACOT4	chr14	73591659	73596496	+	93	1.45906
ACOT6	chr14	73610945	73619888	+	38	1.21402
ACOT7	chr1	6264269	6394391	-	1847	14.26654
ACOT8	chr20	45841721	45857409	-	366	3.72549
ACOT9	chrX	23702253	23766475	-	182	1.36075
ACOX1	chr17	75941507	75979434	-	3568	16.39119
ACOX2	chr3	58505136	58537319	-	306	2.99691
ACOX3	chr4	8366282	8440725	-	623	6.11899
ACOXL	chr2	110732573	111118222	+	6	0.04245
ACP1	chr2	264140	278283	+	428	4.64027
ACP2	chr11	47239302	47248906	-	229	1.9933
ACP5	chr19	11574660	11579008	-	86	1.14974
ACP6	chr1	147642235	147670512	-	240	0.8588
ACPP	chr3	132317367	132368302	+	16	0.14093
ACPT	chr19	50790415	50795224	+	42	1.17844
ACR	chr22	50738196	50745334	+	3	0.05899
ACRBP	chr12	6619683	6647460	-	164	1.36496
ACRC	chrX	71577990	71613590	+	2395	22.08282
ACRV1	chr11	125671522	125681123	-	51	0.87139
ACSBG1	chr15	78167468	78234707	-	2422	12.96204
ACSBG2	chr19	6135247	6193103	+	54	0.5902
ACSF2	chr17	50426158	50474845	+	691	4.54664
ACSF3	chr16	89093809	89155846	+	1295	4.25597
ACSL1	chr4	184755595	184826818	-	326	1.99465
ACSL3	chr2	222860934	222944639	+	2356	12.71142
ACSL4	chrX	109629350	109733403	-	390	1.75516
ACSL5	chr10	112374018	112428380	+	678	5.82774
ACSL6	chr5	131806990	132012177	-	2481	6.27755
ACSM1	chr16	20623233	20698890	-	14	0.18404
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	12	0.05519
ACSM4	chr12	7304284	7328724	+	20	0.30516
ACSM5	chr16	20409529	20441336	+	252	3.08126
ACSM6	chr10	95194200	95228929	+	95	1.27866
ACSS1	chr20	25005147	25058980	-	2180	5.35498
ACSS2	chr20	34872146	34927966	+	847	6.03427
ACSS3	chr12	81022383	81261205	+	1590	5.74064
ACT1GP1	chr3	139493809	139494937	+	14	0.46866
ACTA1	chr1	229431245	229434098	-	35	0.88482
ACTA2	chr10	88935074	88991390	-	652	2.67034
ACTA2-AS1	chr10	88932684	88939974	+	276	5.10585
ACTB	chr7	5527148	5563784	-	83197	964.82898
ACTBL2	chr5	57480016	57482809	-	1	0.01353
ACTBP2	chr6	88275882	88276989	-	4	0.13644
ACTC1	chr15	34788096	34796139	-	68	0.55388
ACTG1	chr17	81509971	81523847	-	41960	530.03058
ACTG1P4	chr1	103569404	103571391	+	44	0.83649
ACTG2	chr2	73892314	73919865	+	8	0.06035
ACTGP10	chrX	53142832	53143913	-	143	4.995
ACTGP3	chr20	1160584	1161697	+	2	0.06785
ACTGP5	chr1	92228581	92229435	-	2	0.08841
ACTGP9	chr6	46204729	46207386	+	42	0.5972
ACTL10	chr20	33666498	33668525	+	42	0.78272
ACTL6A	chr3	179562880	179588408	+	239	2.45792
ACTL6B	chr7	100643097	100656461	-	253	3.73807
ACTL7A	chr9	108862228	108863759	+	3	0.07401
ACTL7B	chr9	108854588	108856967	-	0	0
ACTL8	chr1	17755313	17827063	+	2	0.03702
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	2015	6.02402
ACTN2	chr1	236686454	236764631	+	2474	16.90837
ACTN3	chr11	66546274	66563329	+	24	0.24542
ACTN4	chr19	38647616	38731583	+	11760	81.89823
ACTR10	chr14	58200080	58235636	+	305	2.85399
ACTR1A	chr10	102479229	102502755	-	1808	15.63308
ACTR1B	chr2	97655939	97664107	-	1203	15.59212
ACTR2	chr2	65227695	65271253	+	1570	9.2067
ACTR3	chr2	113889934	113962596	+	2084	6.54345
ACTR3B	chr7	152759749	152887714	+	314	1.75113
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	46	0.20677
ACTR5	chr20	38748294	38772520	+	152	2.15563
ACTR6	chr12	100199865	100241865	+	284	2.49271
ACTR8	chr3	53865016	53882202	-	405	3.79161
ACTRT1	chrX	128050962	128052403	-	0	0
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	28	0.5278
ACVR1	chr2	157736444	157875862	-	616	5.68669
ACVR1B	chr12	51951667	51997079	+	539	3.66454
ACVR1C	chr2	157526767	157629005	-	96	0.39459
ACVR2A	chr2	147844517	147930827	+	604	3.37141
ACVR2B	chr3	38453851	38493142	+	849	2.02304
ACVR2B-AS1	chr3	38451033	38454820	-	0	0
ACVRL1	chr12	51906908	51923361	+	1904	14.33475
ACY1	chr3	51983284	51989202	+	187	2.76725
ACY3	chr11	67642555	67650659	-	24	0.43947
ACYP1	chr14	75053221	75069478	-	102	3.82823
ACYP2	chr2	54115273	54305300	+	322	4.43667
ADA	chr20	44619519	44652233	-	519	4.567
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	24	0.21952
ADAL	chr15	43330356	43354555	+	437	3.09697
ADAM10	chr15	58588807	58749978	-	2294	5.91892
ADAM11	chr17	44759031	44781846	+	625	4.4831
ADAM12	chr10	126012381	126388558	-	113	0.36016
ADAM15	chr1	155050566	155062776	+	1309	7.51296
ADAM17	chr2	9488486	9555792	-	1042	7.14602
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	263	1.34469
ADAM1A	chr12	111899063	111902238	+	148	1.7612
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	115	1.35106
ADAM20P1	chr14	70468876	70483756	-	14	0.17411
ADAM21	chr14	70452157	70459905	+	52	0.73773
ADAM21P1	chr14	70245491	70247801	-	13	0.2126
ADAM22	chr7	87934143	88202889	+	986	3.44093
ADAM23	chr2	206443539	206621130	+	1484	4.66651
ADAM28	chr8	24294040	24359018	+	106	0.43503
ADAM29	chr4	174829668	174978180	+	13	0.08144
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	80	0.31495
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	241	1.2337
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	5	0.03951
ADAM8	chr10	133262403	133276903	-	99	0.73065
ADAM9	chr8	38996986	39105261	+	3250	24.87982
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	18	0.27881
ADAMTS1	chr21	26835747	26845409	-	543	2.94904
ADAMTS10	chr19	8580240	8610753	-	1311	8.49596
ADAMTS12	chr5	33523535	33892192	-	28	0.10823
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	1339	8.83496
ADAMTS14	chr10	70672803	70762441	+	31	0.17286
ADAMTS15	chr11	130448974	130476644	+	14	0.08632
ADAMTS16	chr5	5140330	5320304	+	117	0.76491
ADAMTS17	chr15	99971438	100342005	-	653	3.22021
ADAMTS18	chr16	77282128	77435114	-	171	1.00935
ADAMTS19	chr5	129460265	129738683	+	303	2.10123
ADAMTS2	chr5	179110851	179345430	-	285	1.39925
ADAMTS20	chr12	43353866	43551921	-	0	0
ADAMTS3	chr4	72280969	72568799	-	218	1.2512
ADAMTS4	chr1	161184308	161199056	-	221	0.80826
ADAMTS5	chr21	26917912	26967120	-	34	0.13298
ADAMTS6	chr5	65148736	65481920	-	72	0.32387
ADAMTS7	chr15	78759203	78811463	-	49	0.23345
ADAMTS7P1	chr15	82293283	82334609	+	19	0.13823
ADAMTS8	chr11	130404923	130428993	-	562	4.69402
ADAMTS9	chr3	64515654	64688000	-	750	2.60939
ADAMTS9-AS1	chr3	64561711	64589961	+	0	0
ADAMTS9-AS2	chr3	64685104	64975536	+	0	0
ADAMTSL1	chr9	18473894	18910950	+	89	0.27074
ADAMTSL2	chr9	133532164	133575519	+	1212	7.10182
ADAMTSL3	chr15	83654086	84039842	+	566	2.11463
ADAMTSL4	chr1	150549369	150560937	+	655	3.65662
ADAMTSL4-AS1	chr1	150560202	150562115	-	10	0.19746
ADAMTSL5	chr19	1498611	1513556	-	42	0.42341
ADAP1	chr7	897900	975549	-	2034	14.72113
ADAP1/COX19	chr7	972701	975549	-	7	0.28632
ADAP2	chr17	30921679	30959322	+	310	3.39602
ADAR	chr1	154582057	154627999	-	11030	47.92732
ADARB1	chr21	45073853	45226563	+	857	2.90648
ADARB2	chr10	1177313	1737476	-	598	2.13298
ADAT1	chr16	75598349	75623323	-	281	2.28294
ADAT2	chr6	143422832	143450704	-	36	0.1721
ADAT3	chr19	1905372	1913447	+	48	0.8088
ADCK1	chr14	77800083	77935012	+	292	2.22814
ADCK2	chr7	140672930	140695121	+	730	10.1173
ADCK3	chr1	226896888	226987545	+	2242	9.85176
ADCK4	chr19	40691529	40718207	-	649	4.36762
ADCK5	chr8	144373101	144393242	+	221	3.01645
ADCY1	chr7	45574140	45723116	+	10450	29.19077
ADCY10	chr1	167809120	167914369	-	104	0.62183
ADCY10P1	chr6	41101022	41140835	+	19	0.08803
ADCY2	chr5	7396208	7830081	+	7059	16.33044
ADCY3	chr2	24819169	24919839	-	2804	17.80501
ADCY4	chr14	24318349	24335093	-	281	1.3165
ADCY5	chr3	123282296	123449758	-	3723	15.75329
ADCY6	chr12	48766192	48789037	-	1636	6.61018
ADCY7	chr16	50244919	50318135	+	672	2.88743
ADCY8	chr8	130780300	131042426	-	1032	6.5674
ADCY9	chr16	3962649	4116185	-	3309	12.22498
ADCYAP1	chr18	904365	912172	+	32	0.28906
ADCYAP1R1	chr7	31052461	31111479	+	4052	22.41551
ADD1	chr4	2843727	2930076	+	11467	32.79515
ADD2	chr2	70607618	70768243	-	3094	9.27767
ADD3	chr10	109996368	110135565	+	8098	38.24778
ADGB	chr6	146598965	146815462	+	11	0.05499
ADH1A	chr4	99276366	99291028	-	21	0.38268
ADH1B	chr4	99304964	99321442	-	47	0.28907
ADH1C	chr4	99336492	99353027	-	0	0
ADH4	chr4	99123657	99144298	-	13	0.21502
ADH5	chr4	99070978	99088801	-	589	3.28477
ADH5B	chr6	65836930	65838039	-	211	7.18433
ADH6	chr4	99202638	99219537	-	17	0.1702
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	360	3.85766
ADHFE1/C8orf46	chr8	66471441	66474939	+	0	0
ADI1	chr2	3497361	3519736	-	505	3.58022
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	4	0.19583
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	1444	16.65905
ADIPOR2	chr12	1688574	1788679	+	674	5.50063
ADIRF	chr10	86968192	86983934	+	593	11.78961
ADIRF-AS1	chr10	86965741	86971311	-	709	7.01104
ADK	chr10	74151185	74709303	+	961	10.74886
ADM	chr11	10304680	10307397	+	95	1.53767
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	27	0.47841
ADNP	chr20	50888918	50931240	-	1186	6.22298
ADNP2	chr18	80109031	80140351	+	736	4.88955
ADO	chr10	62804756	62808483	+	135	1.36863
ADORA1	chr1	203090654	203167405	+	159	1.41362
ADORA2A	chr22	24417879	24442360	+	222	2.00104
ADORA2A-AS1	chr22	24429210	24432430	-	60	1.13896
ADORA2B	chr17	15944917	15975896	+	211	2.95247
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	294	2.5998
ADPGK	chr15	72751367	72784326	-	274	1.18649
ADPGK-AS1	chr15	72782835	72805542	+	3	0.01981
ADPRH	chr3	119579268	119589945	+	24	0.19655
ADPRHL1	chr13	113421940	113453631	-	152	2.37386
ADPRHL2	chr1	36088852	36093932	+	169	3.7772
ADPRM	chr17	10697594	10712947	+	192	2.17652
ADPRTP1	chr13	110936759	110939784	+	1015	12.67722
