Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10	chr1	229516582	229558695	-	345	3.19572
ABCB10P	chr15	23179869	23182049	+	22	0.46578
ABCB11	chr2	168922826	169031323	-	8	0.06702
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	35	0.22409
ABCB5	chr7	20615622	20777038	+	2	0.01016
ABCB6	chr2	219209766	219222738	-	1312	7.9557
ABCB7	chrX	75053172	75156340	-	339	5.39965
ABCB8	chr7	151028422	151052753	+	891	3.59293
ABCB9	chr12	122920178	122981649	-	923	4.6856
ABCC1	chr16	15949577	16143074	+	959	5.84511
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	556	3.14938
ABCC11	chr16	48166910	48247568	-	72	0.45883
ABCC12	chr16	48082973	48156018	-	104	0.5092
ABCC13	chr21	14236206	14362754	+	0	0
ABCC2	chr10	99782694	99852192	+	15	0.10583
ABCC3	chr17	50634814	50692252	+	29	0.12647
ABCC4	chr13	95019829	95301446	-	175	0.9757
ABCC5	chr3	183919934	184018015	-	2453	11.39185
ABCC6	chr16	16148928	16223522	-	25	0.15272
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	6	0.08075
ABCC6P2	chr16	14820792	14824702	-	5	0.21437
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	3116	21.45917
ABCC9	chr12	21797389	21941863	-	525	2.00499
ABCD1	chrX	153724868	153744762	+	71	0.87473
ABCD2	chr12	39550033	39620041	-	317	2.2423
ABCD3	chr1	94418377	94518666	+	789	4.69736
ABCD4	chr14	74285277	74303064	-	626	3.2395
ABCE1	chr4	145097932	145129524	+	248	1.73247
ABCF1	chr6	30571376	30597179	+	1557	15.89558
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	1414	11.90167
ABCF3	chr3	184186023	184194012	+	1716	15.19709
ABCG1	chr21	42199689	42297244	+	1134	8.5547
ABCG2	chr4	88090264	88231417	-	774	7.282
ABCG4	chr11	119149012	119162666	+	439	3.22584
ABCG5	chr2	43806130	43838900	-	57	0.61582
ABCG8	chr2	43838964	43878808	+	125	1.90998
ABHD1	chr2	27123764	27130991	+	35	0.33433
ABHD10	chr3	111978876	111993368	+	208	1.82319
ABHD11	chr7	73736094	73738867	-	227	4.34573
ABHD12	chr20	25294743	25390983	-	2792	40.11288
ABHD12B	chr14	50872160	50904970	+	61	0.4471
ABHD13	chr13	108218379	108234255	+	125	0.96441
ABHD14A	chr3	51975026	51981200	+	583	15.2524
ABHD14A-ACY1	chr3	51975050	51989183	+	296	6.3161
ABHD14B	chr3	51968510	51983409	-	45	0.51193
ABHD15	chr17	29560547	29567137	-	50	0.64276
ABHD16A	chr6	31686949	31703444	-	948	7.83369
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	50	1.10257
ABHD17A	chr19	1876810	1885547	-	338	2.54234
ABHD17AP2	chr1	148146395	148149566	+	210	10.39326
ABHD17B	chr9	71862452	71911245	-	547	7.56232
ABHD17C	chr15	80695303	80755621	+	172	1.79892
ABHD2	chr15	89087459	89202360	+	1811	8.64781
ABHD3	chr18	21650897	21704805	-	81	0.93811
ABHD4	chr14	22598237	22613215	+	199	2.35675
ABHD5	chr3	43690870	43734371	+	181	1.0901
ABHD6	chr3	58237506	58294738	+	388	3.92211
ABHD8	chr19	17292131	17303473	-	1231	27.19732
ABI1	chr10	26746593	26861087	-	1904	20.84369
ABI2	chr2	203327874	203447723	+	4004	7.72684
ABI3	chr17	49210227	49223225	+	14	0.3035
ABI3BP	chr3	100749156	100993515	-	103	0.46338
ABL1	chr9	130713881	130887675	+	1079	5.81645
ABL2	chr1	179099327	179229684	-	1728	6.01884
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	2652	10.1701
ABLIM2	chr4	7957489	8158832	-	2469	10.56902
ABLIM3	chr5	149141483	149260542	+	1661	9.92726
ABO	chr9	133250401	133275214	-	18	0.13081
ABR	chr17	1003518	1229630	-	14955	61.41031
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	12	0.20113
ABRACL	chr6	139028682	139043302	+	34	0.87221
ABT1	chr6	26596943	26600744	+	129	2.01375
ABTB1	chr3	127672929	127680926	+	1777	12.33159
ABTB2	chr11	34150987	34358008	-	195	1.81027
AC012044.5	chr10	45815426	45817588	-	0	0
AC022026.3	chr10	74371535	74372416	+	20	1.04707
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	892	5.7939
ACAA2	chr18	49782167	49813960	-	247	2.46977
ACACA	chr17	37084988	37406822	-	4837	17.48765
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	1599	4.99459
ACAD10	chr12	111686053	111757107	+	406	2.35136
ACAD11	chr3	132558138	132660723	-	565	4.92995
ACAD8	chr11	134253495	134265855	+	1197	6.88839
ACAD9	chr3	128879490	128916082	+	1845	12.29355
ACADL	chr2	210187908	210225491	-	77	0.75585
ACADM	chr1	75724347	75763679	+	1060	11.11406
ACADM/RABGGTB	chr1	75749497	75787575	+	111	9.38739
ACADS	chr12	120725735	120740008	+	273	4.76057
ACADSB	chr10	123008913	123058311	+	563	4.15088
ACADVL	chr17	7217125	7225273	+	5639	47.84735
ACAN	chr15	88803442	88875354	+	223	1.08494
ACAP1	chr17	7336529	7351478	+	27	0.178
ACAP2	chr3	195274736	195443088	-	1103	4.61256
ACAP3	chr1	1292376	1309609	-	2554	11.4022
ACAT1	chr11	108121516	108148168	+	841	8.8682
ACAT2	chr6	159760328	159779112	+	1185	12.5099
ACBD3	chr1	226144679	226186730	-	482	4.35127
ACBD4	chr17	45132600	45144181	+	481	5.87736
ACBD5	chr10	27195214	27242275	-	2858	29.22285
ACBD6	chr1	180275380	180502954	-	241	4.69749
ACBD7	chr10	15015072	15088776	-	618	6.5376
ACCS	chr11	44065925	44084240	+	88	0.6926
ACCSL	chr11	44047981	44059977	+	1	0.02473
ACD	chr16	67657512	67660815	-	739	10.58762
ACE	chr17	63477061	63521848	+	482	1.9556
ACE2	chrX	15561033	15602148	-	4	0.04703
ACER1	chr19	6306142	6333629	-	2	0.06391
ACER2	chr9	19408927	19452620	+	112	1.54333
ACER3	chr11	76860873	77026797	+	79	0.33399
ACHE	chr7	100889994	100896914	-	633	7.96438
ACIN1	chr14	23058564	23095614	-	3964	20.0923
ACKR1	chr1	159203307	159206500	+	103	1.80497
ACKR2	chr3	42804752	42887974	+	10	0.08443
ACKR3	chr2	236560781	236582358	+	252	2.85904
ACKR4	chr3	132597237	132618967	+	25	0.39079
ACLY	chr17	41866908	41930542	-	4366	38.64357
ACMSD	chr2	134838430	134902076	+	22	0.33494
ACN9	chr7	97116590	97181763	+	104	2.16027
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	740	4.32478
ACO2	chr22	41469117	41528989	+	14778	191.19803
ACOT1	chr14	73537114	73543794	+	191	5.14861
ACOT11	chr1	54542257	54639192	+	420	1.96692
ACOT12	chr5	81329921	81394169	-	7	0.13102
ACOT13	chr6	24667035	24705069	+	149	1.56439
ACOT2	chr14	73567620	73575658	+	455	8.77977
ACOT4	chr14	73591659	73596496	+	63	1.20759
ACOT6	chr14	73610945	73619888	+	12	0.46839
ACOT7	chr1	6264269	6394391	-	7218	68.11707
ACOT8	chr20	45841721	45857409	-	323	4.01691
ACOT9	chrX	23702253	23766475	-	246	2.24713
ACOX1	chr17	75941507	75979434	-	2376	13.3358
ACOX2	chr3	58505136	58537319	-	102	1.22051
ACOX3	chr4	8366282	8440725	-	628	7.53596
ACOXL	chr2	110732573	111118222	+	3	0.02593
ACP1	chr2	264140	278283	+	601	7.96089
ACP2	chr11	47239302	47248906	-	386	4.10499
ACP5	chr19	11574660	11579008	-	15	0.24501
ACP6	chr1	147642235	147670512	-	101	0.44156
ACPP	chr3	132317367	132368302	+	4	0.04304
ACPT	chr19	50790415	50795224	+	17	0.58277
ACR	chr22	50738196	50745334	+	9	0.21622
ACRBP	chr12	6619683	6647460	-	48	0.48809
ACRC	chrX	71577990	71613590	+	411	4.62997
ACRV1	chr11	125671522	125681123	-	44	0.91851
ACSBG1	chr15	78167468	78234707	-	1726	11.28567
ACSBG2	chr19	6135247	6193103	+	9	0.12018
ACSF2	chr17	50426158	50474845	+	166	1.33447
ACSF3	chr16	89093809	89155846	+	791	3.17609
ACSL1	chr4	184755595	184826818	-	255	1.90624
ACSL3	chr2	222860934	222944639	+	2755	18.1605
ACSL4	chrX	109629350	109733403	-	1013	5.56991
ACSL5	chr10	112374018	112428380	+	139	1.45973
ACSL6	chr5	131806990	132012177	-	4667	14.42742
ACSM1	chr16	20623233	20698890	-	1	0.01606
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	13	0.07305
ACSM4	chr12	7304284	7328724	+	4	0.07457
ACSM5	chr16	20409529	20441336	+	74	1.10547
ACSM6	chr10	95194200	95228929	+	69	1.13466
ACSS1	chr20	25005147	25058980	-	956	2.86911
ACSS2	chr20	34872146	34927966	+	603	5.24863
ACSS3	chr12	81022383	81261205	+	353	1.55713
ACT1GP1	chr3	139493809	139494937	+	13	0.5317
ACTA1	chr1	229431245	229434098	-	49	1.51345
ACTA2	chr10	88935074	88991390	-	491	2.4569
ACTA2-AS1	chr10	88932684	88939974	+	210	4.74641
ACTB	chr7	5527148	5563784	-	103885	1471.91516
ACTBL2	chr5	57480016	57482809	-	1	0.01653
ACTBP2	chr6	88275882	88276989	-	1	0.04167
ACTC1	chr15	34788096	34796139	-	66	0.65681
ACTG1	chr17	81509971	81523847	-	41308	637.50983
ACTG1P4	chr1	103569404	103571391	+	14	0.32518
ACTG2	chr2	73892314	73919865	+	1	0.00922
ACTGP10	chrX	53142832	53143913	-	75	3.20072
ACTGP3	chr20	1160584	1161697	+	0	0
ACTGP5	chr1	92228581	92229435	-	2	0.10801
ACTGP9	chr6	46204729	46207386	+	31	0.53854
ACTL10	chr20	33666498	33668525	+	8	0.18215
ACTL6A	chr3	179562880	179588408	+	61	0.76646
ACTL6B	chr7	100643097	100656461	-	1037	18.71943
ACTL7A	chr9	108862228	108863759	+	1	0.03014
ACTL7B	chr9	108854588	108856967	-	0	0
ACTL8	chr1	17755313	17827063	+	3	0.06784
ACTL9	chr19	8697397	8698830	-	2	0.0644
ACTN1	chr14	68870498	68979440	-	2884	10.53401
ACTN2	chr1	236686454	236764631	+	3653	30.50274
ACTN3	chr11	66546274	66563329	+	12	0.14992
ACTN4	chr19	38647616	38731583	+	7659	65.16682
ACTR10	chr14	58200080	58235636	+	546	6.24213
ACTR1A	chr10	102479229	102502755	-	3249	34.32284
ACTR1B	chr2	97655939	97664107	-	2439	38.62234
ACTR2	chr2	65227695	65271253	+	2721	19.49485
ACTR3	chr2	113889934	113962596	+	2248	8.62367
ACTR3B	chr7	152759749	152887714	+	569	3.87694
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	43	0.23615
ACTR5	chr20	38748294	38772520	+	124	2.14852
ACTR6	chr12	100199865	100241865	+	327	3.50661
ACTR8	chr3	53865016	53882202	-	398	4.55238
ACTRT1	chrX	128050962	128052403	-	1	0.03202
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	50	1.15152
ACVR1	chr2	157736444	157875862	-	554	6.24851
ACVR1B	chr12	51951667	51997079	+	914	7.59213
ACVR1C	chr2	157526767	157629005	-	180	0.90393
ACVR2A	chr2	147844517	147930827	+	477	3.25297
ACVR2B	chr3	38453851	38493142	+	394	1.14704
ACVR2B-AS1	chr3	38451033	38454820	-	1	0.01839
ACVRL1	chr12	51906908	51923361	+	441	4.05648
ACY1	chr3	51983284	51989202	+	130	2.35037
ACY3	chr11	67642555	67650659	-	44	0.98437
ACYP1	chr14	75053221	75069478	-	313	14.35255
ACYP2	chr2	54115273	54305300	+	388	6.53161
ADA	chr20	44619519	44652233	-	219	2.35448
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	17	0.18998
ADAL	chr15	43330356	43354555	+	185	1.60182
ADAM10	chr15	58588807	58749978	-	1637	5.16042
ADAM11	chr17	44759031	44781846	+	1176	10.30608
ADAM12	chr10	126012381	126388558	-	73	0.28427
ADAM15	chr1	155050566	155062776	+	619	4.34059
ADAM17	chr2	9488486	9555792	-	803	6.72821
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	301	1.88026
ADAM1A	chr12	111899063	111902238	+	132	1.91914
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	98	1.40666
ADAM20P1	chr14	70468876	70483756	-	14	0.21272
ADAM21	chr14	70452157	70459905	+	77	1.33466
ADAM21P1	chr14	70245491	70247801	-	16	0.31969
ADAM22	chr7	87934143	88202889	+	2297	9.7937
ADAM23	chr2	206443539	206621130	+	3272	12.57069
ADAM28	chr8	24294040	24359018	+	50	0.25071
ADAM29	chr4	174829668	174978180	+	7	0.05358
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	86	0.41366
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	108	0.67547
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	0	0
ADAM8	chr10	133262403	133276903	-	22	0.19837
ADAM9	chr8	38996986	39105261	+	1786	16.70447
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	0	0
ADAMTS1	chr21	26835747	26845409	-	431	2.85986
ADAMTS10	chr19	8580240	8610753	-	734	5.81156
ADAMTS12	chr5	33523535	33892192	-	10	0.04722
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	932	7.51324
ADAMTS14	chr10	70672803	70762441	+	79	0.5382
ADAMTS15	chr11	130448974	130476644	+	20	0.15066
ADAMTS16	chr5	5140330	5320304	+	318	2.54003
ADAMTS17	chr15	99971438	100342005	-	299	1.80148
ADAMTS18	chr16	77282128	77435114	-	42	0.30289
ADAMTS19	chr5	129460265	129738683	+	255	2.16052
ADAMTS2	chr5	179110851	179345430	-	175	1.04972
ADAMTS20	chr12	43353866	43551921	-	2	0.01275
ADAMTS3	chr4	72280969	72568799	-	341	2.39118
ADAMTS4	chr1	161184308	161199056	-	101	0.4513
ADAMTS5	chr21	26917912	26967120	-	30	0.14336
ADAMTS6	chr5	65148736	65481920	-	71	0.3902
ADAMTS7	chr15	78759203	78811463	-	20	0.11641
ADAMTS7P1	chr15	82293283	82334609	+	14	0.12444
ADAMTS8	chr11	130404923	130428993	-	908	9.26577
ADAMTS9	chr3	64515654	64688000	-	221	0.93941
ADAMTS9-AS1	chr3	64561711	64589961	+	2	0.02883
ADAMTS9-AS2	chr3	64685104	64975536	+	0	0
ADAMTSL1	chr9	18473894	18910950	+	135	0.50175
ADAMTSL2	chr9	133532164	133575519	+	1017	7.28074
ADAMTSL3	chr15	83654086	84039842	+	287	1.31005
ADAMTSL4	chr1	150549369	150560937	+	199	1.35731
ADAMTSL4-AS1	chr1	150560202	150562115	-	2	0.04825
ADAMTSL5	chr19	1498611	1513556	-	7	0.08622
ADAP1	chr7	897900	975549	-	2010	17.77352
ADAP1/COX19	chr7	972701	975549	-	9	0.44976
ADAP2	chr17	30921679	30959322	+	133	1.78011
ADAR	chr1	154582057	154627999	-	11709	62.16053
ADARB1	chr21	45073853	45226563	+	1206	4.99713
ADARB2	chr10	1177313	1737476	-	356	1.55139
ADAT1	chr16	75598349	75623323	-	222	2.20357
ADAT2	chr6	143422832	143450704	-	36	0.21026
ADAT3	chr19	1905372	1913447	+	14	0.28821
ADCK1	chr14	77800083	77935012	+	376	3.50537
ADCK2	chr7	140672930	140695121	+	612	10.36288
ADCK3	chr1	226896888	226987545	+	1827	9.80853
ADCK4	chr19	40691529	40718207	-	301	2.47488
ADCK5	chr8	144373101	144393242	+	210	3.50196
ADCY1	chr7	45574140	45723116	+	9857	33.64041
ADCY10	chr1	167809120	167914369	-	31	0.22646
ADCY10P1	chr6	41101022	41140835	+	8	0.04529
ADCY2	chr5	7396208	7830081	+	3674	10.38439
ADCY3	chr2	24819169	24919839	-	2094	16.24531
ADCY4	chr14	24318349	24335093	-	83	0.47509
ADCY5	chr3	123282296	123449758	-	2988	15.44707
ADCY6	chr12	48766192	48789037	-	1395	6.88638
ADCY7	chr16	50244919	50318135	+	371	1.94761
ADCY8	chr8	130780300	131042426	-	1013	7.87609
ADCY9	chr16	3962649	4116185	-	2062	9.30738
ADCYAP1	chr18	904365	912172	+	193	2.13
ADCYAP1R1	chr7	31052461	31111479	+	2138	14.45021
ADD1	chr4	2843727	2930076	+	8092	28.27503
ADD2	chr2	70607618	70768243	-	6302	23.08789
ADD3	chr10	109996368	110135565	+	2895	16.70569
ADGB	chr6	146598965	146815462	+	5	0.03054
ADH1A	chr4	99276366	99291028	-	0	0
ADH1B	chr4	99304964	99321442	-	19	0.14277
ADH1C	chr4	99336492	99353027	-	1	0.02654
ADH4	chr4	99123657	99144298	-	0	0
ADH5	chr4	99070978	99088801	-	596	4.06091
ADH5B	chr6	65836930	65838039	-	204	8.48636
ADH6	chr4	99202638	99219537	-	6	0.07339
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	231	3.02427
ADHFE1/C8orf46	chr8	66471441	66474939	+	0	0
ADI1	chr2	3497361	3519736	-	195	1.68904
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	990	13.95422
ADIPOR2	chr12	1688574	1788679	+	183	1.8247
ADIRF	chr10	86968192	86983934	+	143	3.47351
ADIRF-AS1	chr10	86965741	86971311	-	163	1.9693
ADK	chr10	74151185	74709303	+	977	13.35121
ADM	chr11	10304680	10307397	+	9	0.17798
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	6	0.12989
ADNP	chr20	50888918	50931240	-	1189	7.62224
ADNP2	chr18	80109031	80140351	+	468	3.79861
ADO	chr10	62804756	62808483	+	135	1.67214
ADORA1	chr1	203090654	203167405	+	244	2.65041
ADORA2A	chr22	24417879	24442360	+	80	0.88101
ADORA2A-AS1	chr22	24429210	24432430	-	3	0.06958
ADORA2B	chr17	15944917	15975896	+	67	1.14542
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	176	1.90148
ADPGK	chr15	72751367	72784326	-	298	1.57658
ADPGK-AS1	chr15	72782835	72805542	+	7	0.05648
ADPRH	chr3	119579268	119589945	+	5	0.05003
ADPRHL1	chr13	113421940	113453631	-	147	2.80489
ADPRHL2	chr1	36088852	36093932	+	203	5.54328
ADPRM	chr17	10697594	10712947	+	155	2.14674
ADPRTP1	chr13	110936759	110939784	+	973	14.84767
ADRA1A	chr8	26747938	26869486	-	614	2.65095
