Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10P	chr15	23179869	23182049	+	8	0.29086
ABCB11	chr2	168922826	169031323	-	4	0.05754
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	29	0.31885
ABCB5	chr7	20615622	20777038	+	0	0
ABCB6	chr2	219209766	219222738	-	842	8.76774
ABCB7	chrX	75053172	75156340	-	264	7.22106
ABCB8	chr7	151028422	151052753	+	669	4.63264
ABCB9	chr12	122920178	122981649	-	445	3.87932
ABCC1	chr16	15949577	16143074	+	536	5.6101
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	309	3.00566
ABCC11	chr16	48166910	48247568	-	65	0.71131
ABCC12	chr16	48082973	48156018	-	33	0.27746
ABCC13	chr21	14236206	14362754	+	0	0
ABCC2	chr10	99782694	99852192	+	17	0.20596
ABCC3	chr17	50634814	50692252	+	19	0.14229
ABCC4	chr13	95019829	95301446	-	185	1.77126
ABCC5	chr3	183919934	184018015	-	1215	9.68957
ABCC6	chr16	16148928	16223522	-	31	0.32519
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	1	0.02311
ABCC6P2	chr16	14820792	14824702	-	6	0.44175
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	1799	21.27541
ABCC9	chr12	21797389	21941863	-	227	1.48871
ABCD1	chrX	153724868	153744762	+	58	1.22708
ABCD2	chr12	39550033	39620041	-	104	1.26328
ABCD3	chr1	94418377	94518666	+	427	4.36552
ABCD4	chr14	74285277	74303064	-	485	4.30999
ABCE1	chr4	145097932	145129524	+	153	1.83542
ABCF1	chr6	30571376	30597179	+	796	13.95507
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	603	8.7158
ABCF3	chr3	184186023	184194012	+	930	14.14352
ABCG1	chr21	42199689	42297244	+	939	12.16434
ABCG2	chr4	88090264	88231417	-	319	5.15385
ABCG4	chr11	119149012	119162666	+	288	3.63414
ABCG5	chr2	43806130	43838900	-	33	0.61224
ABCG8	chr2	43838964	43878808	+	101	2.65016
ABHD1	chr2	27123764	27130991	+	33	0.54132
ABHD10	chr3	111978876	111993368	+	107	1.61058
ABHD11	chr7	73736094	73738867	-	120	3.94502
ABHD12	chr20	25294743	25390983	-	1371	33.82494
ABHD12B	chr14	50872160	50904970	+	19	0.23914
ABHD13	chr13	108218379	108234255	+	46	0.60945
ABHD14A	chr3	51975026	51981200	+	324	14.55613
ABHD14A-ACY1	chr3	51975050	51989183	+	167	6.11934
ABHD14B	chr3	51968510	51983409	-	53	1.03539
ABHD15	chr17	29560547	29567137	-	70	1.54528
ABHD16A	chr6	31686949	31703444	-	500	7.09511
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	42	1.59044
ABHD17A	chr19	1876810	1885547	-	234	3.02248
ABHD17AP2	chr1	148146395	148149566	+	125	10.62365
ABHD17B	chr9	71862452	71911245	-	355	8.42806
ABHD17C	chr15	80695303	80755621	+	79	1.41887
ABHD2	chr15	89087459	89202360	+	1181	9.68432
ABHD3	chr18	21650897	21704805	-	74	1.47174
ABHD4	chr14	22598237	22613215	+	322	6.5486
ABHD5	chr3	43690870	43734371	+	137	1.4169
ABHD6	chr3	58237506	58294738	+	167	2.89892
ABHD8	chr19	17292131	17303473	-	599	22.72616
ABI1	chr10	26746593	26861087	-	1251	23.51778
ABI2	chr2	203327874	203447723	+	1997	6.61785
ABI3	chr17	49210227	49223225	+	37	1.37742
ABI3BP	chr3	100749156	100993515	-	118	0.91161
ABL1	chr9	130713881	130887675	+	802	7.42407
ABL2	chr1	179099327	179229684	-	949	5.67631
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	2199	14.48132
ABLIM2	chr4	7957489	8158832	-	1201	8.82852
ABLIM3	chr5	149141483	149260542	+	1104	11.33078
ABO	chr9	133250401	133275214	-	7	0.08736
ABR	chr17	1003518	1229630	-	7694	54.25481
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	2	0.05756
ABRACL	chr6	139028682	139043302	+	14	0.61674
ABT1	chr6	26596943	26600744	+	87	2.3322
ABTB1	chr3	127672929	127680926	+	1068	12.72723
ABTB2	chr11	34150987	34358008	-	119	1.89708
AC012044.5	chr10	45815426	45817588	-	0	0
AC022026.3	chr10	74371535	74372416	+	12	1.07884
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	595	6.63673
ACAA2	chr18	49782167	49813960	-	227	3.89778
ACACA	chr17	37084988	37406822	-	2316	14.37888
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	1851	9.92863
ACAD10	chr12	111686053	111757107	+	290	2.88418
ACAD11	chr3	132558138	132660723	-	429	6.42811
ACAD8	chr11	134253495	134265855	+	610	6.02816
ACAD9	chr3	128879490	128916082	+	1103	12.62083
ACADL	chr2	210187908	210225491	-	51	0.8597
ACADM	chr1	75724347	75763679	+	663	11.93745
ACADM/RABGGTB	chr1	75749497	75787575	+	70	10.16602
ACADS	chr12	120725735	120740008	+	244	7.30663
ACADSB	chr10	123008913	123058311	+	333	4.21607
ACADVL	chr17	7217125	7225273	+	3839	55.93776
ACAN	chr15	88803442	88875354	+	174	1.45373
ACAP1	chr17	7336529	7351478	+	38	0.43021
ACAP2	chr3	195274736	195443088	-	621	4.45953
ACAP3	chr1	1292376	1309609	-	1360	10.42648
ACAT1	chr11	108121516	108148168	+	415	7.51482
ACAT2	chr6	159760328	159779112	+	388	7.03394
ACBD3	chr1	226144679	226186730	-	279	4.32518
ACBD4	chr17	45132600	45144181	+	304	6.37885
ACBD5	chr10	27195214	27242275	-	1527	26.81209
ACBD6	chr1	180275380	180502954	-	139	4.6526
ACBD7	chr10	15015072	15088776	-	401	7.2846
ACCS	chr11	44065925	44084240	+	69	0.93256
ACCSL	chr11	44047981	44059977	+	1	0.04247
ACD	chr16	67657512	67660815	-	442	10.87445
ACE	chr17	63477061	63521848	+	315	2.1947
ACE2	chrX	15561033	15602148	-	11	0.22211
ACER1	chr19	6306142	6333629	-	2	0.10975
ACER2	chr9	19408927	19452620	+	53	1.25414
ACER3	chr11	76860873	77026797	+	52	0.37753
ACHE	chr7	100889994	100896914	-	218	4.71016
ACIN1	chr14	23058564	23095614	-	2342	20.38515
ACKR1	chr1	159203307	159206500	+	77	2.31716
ACKR2	chr3	42804752	42887974	+	10	0.14499
ACKR3	chr2	236560781	236582358	+	189	3.68225
ACKR4	chr3	132597237	132618967	+	25	0.67108
ACLY	chr17	41866908	41930542	-	2102	31.94901
ACMSD	chr2	134838430	134902076	+	3	0.07843
ACN9	chr7	97116590	97181763	+	92	3.28166
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	678	6.80445
ACO2	chr22	41469117	41528989	+	10543	234.24113
ACOT1	chr14	73537114	73543794	+	11	0.50919
ACOT11	chr1	54542257	54639192	+	259	2.0829
ACOT12	chr5	81329921	81394169	-	11	0.35356
ACOT13	chr6	24667035	24705069	+	98	1.76692
ACOT2	chr14	73567620	73575658	+	324	10.73613
ACOT4	chr14	73591659	73596496	+	54	1.77747
ACOT6	chr14	73610945	73619888	+	5	0.33514
ACOT7	chr1	6264269	6394391	-	3677	59.5887
ACOT8	chr20	45841721	45857409	-	174	3.71595
ACOT9	chrX	23702253	23766475	-	103	1.6157
ACOX1	chr17	75941507	75979434	-	1559	15.02623
ACOX2	chr3	58505136	58537319	-	71	1.45891
ACOX3	chr4	8366282	8440725	-	375	7.72755
ACOXL	chr2	110732573	111118222	+	10	0.14844
ACP1	chr2	264140	278283	+	390	8.87121
ACP2	chr11	47239302	47248906	-	216	3.94466
ACP5	chr19	11574660	11579008	-	13	0.36464
ACP6	chr1	147642235	147670512	-	82	0.61562
ACPP	chr3	132317367	132368302	+	21	0.38807
ACPT	chr19	50790415	50795224	+	9	0.52981
ACR	chr22	50738196	50745334	+	2	0.08251
ACRBP	chr12	6619683	6647460	-	30	0.52386
ACRC	chrX	71577990	71613590	+	195	3.77227
ACRV1	chr11	125671522	125681123	-	30	1.07543
ACSBG1	chr15	78167468	78234707	-	668	7.50057
ACSBG2	chr19	6135247	6193103	+	6	0.13759
ACSF2	chr17	50426158	50474845	+	187	2.5815
ACSF3	chr16	89093809	89155846	+	430	2.96494
ACSL1	chr4	184755595	184826818	-	241	3.09375
ACSL3	chr2	222860934	222944639	+	1285	14.5459
ACSL4	chrX	109629350	109733403	-	474	4.47557
ACSL5	chr10	112374018	112428380	+	165	2.97559
ACSL6	chr5	131806990	132012177	-	1546	8.20714
ACSM1	chr16	20623233	20698890	-	2	0.05516
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	16	0.15438
ACSM4	chr12	7304284	7328724	+	3	0.09604
ACSM5	chr16	20409529	20441336	+	137	3.51453
ACSM6	chr10	95194200	95228929	+	50	1.41195
ACSS1	chr20	25005147	25058980	-	403	2.07694
ACSS2	chr20	34872146	34927966	+	363	5.42584
ACSS3	chr12	81022383	81261205	+	288	2.1816
ACT1GP1	chr3	139493809	139494937	+	4	0.28094
ACTA1	chr1	229431245	229434098	-	22	1.16688
ACTA2	chr10	88935074	88991390	-	386	3.31685
ACTA2-AS1	chr10	88932684	88939974	+	144	5.58907
ACTB	chr7	5527148	5563784	-	77178	1877.82312
ACTBL2	chr5	57480016	57482809	-	1	0.02838
ACTBP2	chr6	88275882	88276989	-	3	0.2147
ACTC1	chr15	34788096	34796139	-	25	0.42724
ACTG1	chr17	81509971	81523847	-	31176	826.23639
ACTG1P4	chr1	103569404	103571391	+	17	0.67808
ACTG2	chr2	73892314	73919865	+	3	0.04748
ACTGP10	chrX	53142832	53143913	-	43	3.15128
ACTGP3	chr20	1160584	1161697	+	0	0
ACTGP5	chr1	92228581	92229435	-	3	0.27823
ACTGP9	chr6	46204729	46207386	+	24	0.71598
ACTL10	chr20	33666498	33668525	+	17	0.6647
ACTL6A	chr3	179562880	179588408	+	68	1.46723
ACTL6B	chr7	100643097	100656461	-	463	14.35245
ACTL7A	chr9	108862228	108863759	+	0	0
ACTL7B	chr9	108854588	108856967	-	0	0
ACTL8	chr1	17755313	17827063	+	1	0.03883
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	1599	10.02948
ACTN2	chr1	236686454	236764631	+	1829	26.22612
ACTN3	chr11	66546274	66563329	+	11	0.236
ACTN4	chr19	38647616	38731583	+	5268	76.97177
ACTR10	chr14	58200080	58235636	+	395	7.75477
ACTR1A	chr10	102479229	102502755	-	1819	32.99874
ACTR1B	chr2	97655939	97664107	-	1296	35.2422
ACTR2	chr2	65227695	65271253	+	1475	18.14741
ACTR3	chr2	113889934	113962596	+	1216	8.01052
ACTR3B	chr7	152759749	152887714	+	316	3.69739
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	9	0.08488
ACTR5	chr20	38748294	38772520	+	87	2.58862
ACTR6	chr12	100199865	100241865	+	184	3.38836
ACTR8	chr3	53865016	53882202	-	294	5.77476
ACTRT1	chrX	128050962	128052403	-	0	0
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	12	0.47458
ACVR1	chr2	157736444	157875862	-	291	5.63626
ACVR1B	chr12	51951667	51997079	+	512	7.30329
ACVR1C	chr2	157526767	157629005	-	62	0.53467
ACVR2A	chr2	147844517	147930827	+	314	3.67724
ACVR2B	chr3	38453851	38493142	+	281	1.40482
ACVR2B-AS1	chr3	38451033	38454820	-	0	0
ACVRL1	chr12	51906908	51923361	+	313	4.94409
ACY1	chr3	51983284	51989202	+	50	1.55237
ACY3	chr11	67642555	67650659	-	16	0.61469
ACYP1	chr14	75053221	75069478	-	183	14.4101
ACYP2	chr2	54115273	54305300	+	181	5.23237
ADA	chr20	44619519	44652233	-	119	2.197
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	19	0.36462
ADAL	chr15	43330356	43354555	+	117	1.73964
ADAM10	chr15	58588807	58749978	-	1065	5.76523
ADAM11	chr17	44759031	44781846	+	580	8.72861
ADAM12	chr10	126012381	126388558	-	42	0.28086
ADAM15	chr1	155050566	155062776	+	474	5.70779
ADAM17	chr2	9488486	9555792	-	446	6.41726
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	156	1.67343
ADAM1A	chr12	111899063	111902238	+	59	1.47305
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	64	1.57752
ADAM20P1	chr14	70468876	70483756	-	20	0.52185
ADAM21	chr14	70452157	70459905	+	59	1.75616
ADAM21P1	chr14	70245491	70247801	-	5	0.17156
ADAM22	chr7	87934143	88202889	+	993	7.27053
ADAM23	chr2	206443539	206621130	+	1482	9.77744
ADAM28	chr8	24294040	24359018	+	95	0.81801
ADAM29	chr4	174829668	174978180	+	4	0.05257
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	48	0.39647
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	47	0.50479
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	0	0
ADAM8	chr10	133262403	133276903	-	20	0.30969
ADAM9	chr8	38996986	39105261	+	1278	20.52642
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	1	0.0325
ADAMTS1	chr21	26835747	26845409	-	442	5.03641
ADAMTS10	chr19	8580240	8610753	-	538	7.31493
ADAMTS12	chr5	33523535	33892192	-	6	0.04866
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	678	9.38582
ADAMTS14	chr10	70672803	70762441	+	133	1.55595
ADAMTS15	chr11	130448974	130476644	+	17	0.2199
ADAMTS16	chr5	5140330	5320304	+	161	2.20835
ADAMTS17	chr15	99971438	100342005	-	169	1.74854
ADAMTS18	chr16	77282128	77435114	-	45	0.55728
ADAMTS19	chr5	129460265	129738683	+	169	2.45887
ADAMTS2	chr5	179110851	179345430	-	128	1.31849
ADAMTS20	chr12	43353866	43551921	-	3	0.03285
ADAMTS3	chr4	72280969	72568799	-	151	1.8183
ADAMTS4	chr1	161184308	161199056	-	191	1.46558
ADAMTS5	chr21	26917912	26967120	-	12	0.09847
ADAMTS6	chr5	65148736	65481920	-	20	0.18875
ADAMTS7	chr15	78759203	78811463	-	21	0.20991
ADAMTS7P1	chr15	82293283	82334609	+	3	0.04579
ADAMTS8	chr11	130404923	130428993	-	339	5.94055
ADAMTS9	chr3	64515654	64688000	-	401	2.92712
ADAMTS9-AS1	chr3	64561711	64589961	+	0	0
ADAMTS9-AS2	chr3	64685104	64975536	+	0	0
ADAMTSL1	chr9	18473894	18910950	+	60	0.38294
ADAMTSL2	chr9	133532164	133575519	+	540	6.63865
ADAMTSL3	chr15	83654086	84039842	+	191	1.49717
ADAMTSL4	chr1	150549369	150560937	+	266	3.11558
ADAMTSL4-AS1	chr1	150560202	150562115	-	6	0.24857
ADAMTSL5	chr19	1498611	1513556	-	1	0.02115
ADAP1	chr7	897900	975549	-	975	14.80517
ADAP1/COX19	chr7	972701	975549	-	8	0.68654
ADAP2	chr17	30921679	30959322	+	140	3.21777
ADAR	chr1	154582057	154627999	-	6455	58.84673
ADARB1	chr21	45073853	45226563	+	473	3.36562
ADARB2	chr10	1177313	1737476	-	204	1.52663
ADAT1	chr16	75598349	75623323	-	164	2.79544
ADAT2	chr6	143422832	143450704	-	15	0.15045
ADAT3	chr19	1905372	1913447	+	10	0.35352
ADCK1	chr14	77800083	77935012	+	209	3.34598
ADCK2	chr7	140672930	140695121	+	399	11.60201
ADCK3	chr1	226896888	226987545	+	1309	12.06803
ADCK4	chr19	40691529	40718207	-	239	3.37455
ADCK5	chr8	144373101	144393242	+	133	3.80868
ADCY1	chr7	45574140	45723116	+	4910	28.77592
ADCY10	chr1	167809120	167914369	-	20	0.25089
ADCY10P1	chr6	41101022	41140835	+	2	0.01944
ADCY2	chr5	7396208	7830081	+	2581	12.52741
ADCY3	chr2	24819169	24919839	-	1285	17.11929
ADCY4	chr14	24318349	24335093	-	66	0.64875
ADCY5	chr3	123282296	123449758	-	1872	16.61891
ADCY6	chr12	48766192	48789037	-	793	6.72235
ADCY7	chr16	50244919	50318135	+	246	2.21766
ADCY8	chr8	130780300	131042426	-	461	6.15507
ADCY9	chr16	3962649	4116185	-	1172	9.08443
ADCYAP1	chr18	904365	912172	+	62	1.17502
ADCYAP1R1	chr7	31052461	31111479	+	1523	17.67655
ADD1	chr4	2843727	2930076	+	5009	30.05588
ADD2	chr2	70607618	70768243	-	3171	19.94956
ADD3	chr10	109996368	110135565	+	2702	26.77518
ADGB	chr6	146598965	146815462	+	0	0
ADH1A	chr4	99276366	99291028	-	1	0.03823
ADH1B	chr4	99304964	99321442	-	23	0.29679
ADH1C	chr4	99336492	99353027	-	1	0.04557
ADH4	chr4	99123657	99144298	-	1	0.0347
ADH5	chr4	99070978	99088801	-	393	4.59833
ADH5B	chr6	65836930	65838039	-	157	11.21559
ADH6	chr4	99202638	99219537	-	7	0.14704
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	129	2.90021
ADHFE1/C8orf46	chr8	66471441	66474939	+	2	0.33178
ADI1	chr2	3497361	3519736	-	187	2.7815
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	675	16.33825
ADIPOR2	chr12	1688574	1788679	+	185	3.16769
ADIRF	chr10	86968192	86983934	+	216	9.00984
ADIRF-AS1	chr10	86965741	86971311	-	247	5.1245
ADK	chr10	74151185	74709303	+	504	11.82736
ADM	chr11	10304680	10307397	+	29	0.98482
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	7	0.26023
ADNP	chr20	50888918	50931240	-	622	6.84735
ADNP2	chr18	80109031	80140351	+	329	4.5857
ADO	chr10	62804756	62808483	+	53	1.12732
ADORA1	chr1	203090654	203167405	+	83	1.54822
ADORA2A	chr22	24417879	24442360	+	45	0.85101
ADORA2A-AS1	chr22	24429210	24432430	-	4	0.15931
ADORA2B	chr17	15944917	15975896	+	100	2.93576
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	318	5.89981
ADPGK	chr15	72751367	72784326	-	204	1.85336
ADPGK-AS1	chr15	72782835	72805542	+	17	0.23554
ADPRH	chr3	119579268	119589945	+	18	0.30928
ADPRHL1	chr13	113421940	113453631	-	113	3.70262
ADPRHL2	chr1	36088852	36093932	+	131	6.1429
ADPRM	chr17	10697594	10712947	+	91	2.16432
ADPRTP1	chr13	110936759	110939784	+	433	11.34657
ADRA1A	chr8	26747938	26869486	-	335	2.48376
ADRA1B	chr5	159916733	159985786	+	136	2.47626
