Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10P	chr15	23179869	23182049	+	12	0.47907
ABCB11	chr2	168922826	169031323	-	2	0.03159
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	26	0.3139
ABCB5	chr7	20615622	20777038	+	0	0
ABCB6	chr2	219209766	219222738	-	738	8.43838
ABCB7	chrX	75053172	75156340	-	212	6.36737
ABCB8	chr7	151028422	151052753	+	434	3.30004
ABCB9	chr12	122920178	122981649	-	395	3.78111
ABCC1	chr16	15949577	16143074	+	483	5.55111
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	251	2.68091
ABCC11	chr16	48166910	48247568	-	25	0.30041
ABCC12	chr16	48082973	48156018	-	10	0.09232
ABCC13	chr21	14236206	14362754	+	0	0
ABCC2	chr10	99782694	99852192	+	17	0.22616
ABCC3	chr17	50634814	50692252	+	7	0.05756
ABCC4	chr13	95019829	95301446	-	158	1.6611
ABCC5	chr3	183919934	184018015	-	1425	12.47872
ABCC6	chr16	16148928	16223522	-	15	0.17278
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	1	0.02538
ABCC6P2	chr16	14820792	14824702	-	0	0
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	1022	13.27164
ABCC9	chr12	21797389	21941863	-	181	1.30343
ABCD1	chrX	153724868	153744762	+	60	1.39388
ABCD2	chr12	39550033	39620041	-	127	1.69393
ABCD3	chr1	94418377	94518666	+	427	4.79361
ABCD4	chr14	74285277	74303064	-	275	2.68346
ABCE1	chr4	145097932	145129524	+	141	1.85734
ABCF1	chr6	30571376	30597179	+	725	13.95674
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	632	10.03076
ABCF3	chr3	184186023	184194012	+	848	14.16112
ABCG1	chr21	42199689	42297244	+	858	12.20499
ABCG2	chr4	88090264	88231417	-	404	7.1672
ABCG4	chr11	119149012	119162666	+	201	2.78505
ABCG5	chr2	43806130	43838900	-	9	0.18335
ABCG8	chr2	43838964	43878808	+	39	1.12368
ABHD1	chr2	27123764	27130991	+	8	0.1441
ABHD10	chr3	111978876	111993368	+	110	1.81811
ABHD11	chr7	73736094	73738867	-	76	2.74353
ABHD12	chr20	25294743	25390983	-	1307	35.40808
ABHD12B	chr14	50872160	50904970	+	23	0.31788
ABHD13	chr13	108218379	108234255	+	63	0.91653
ABHD14A	chr3	51975026	51981200	+	374	18.45013
ABHD14A-ACY1	chr3	51975050	51989183	+	160	6.43777
ABHD14B	chr3	51968510	51983409	-	26	0.55773
ABHD15	chr17	29560547	29567137	-	51	1.23625
ABHD16A	chr6	31686949	31703444	-	647	10.08139
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	9	0.37423
ABHD17A	chr19	1876810	1885547	-	187	2.65226
ABHD17AP2	chr1	148146395	148149566	+	130	12.13205
ABHD17B	chr9	71862452	71911245	-	225	5.86555
ABHD17C	chr15	80695303	80755621	+	118	2.32715
ABHD2	chr15	89087459	89202360	+	1058	9.52647
ABHD3	chr18	21650897	21704805	-	44	0.9609
ABHD4	chr14	22598237	22613215	+	139	3.10409
ABHD5	chr3	43690870	43734371	+	112	1.27194
ABHD6	chr3	58237506	58294738	+	218	4.15531
ABHD8	chr19	17292131	17303473	-	770	32.07872
ABI1	chr10	26746593	26861087	-	1198	24.72993
ABI2	chr2	203327874	203447723	+	2154	7.83812
ABI3	chr17	49210227	49223225	+	18	0.73581
ABI3BP	chr3	100749156	100993515	-	60	0.50899
ABL1	chr9	130713881	130887675	+	589	5.98701
ABL2	chr1	179099327	179229684	-	1145	7.52026
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	1486	10.74556
ABLIM2	chr4	7957489	8158832	-	1576	12.7212
ABLIM3	chr5	149141483	149260542	+	752	8.47492
ABO	chr9	133250401	133275214	-	4	0.05481
ABR	chr17	1003518	1229630	-	8110	62.7963
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	9	0.28444
ABRACL	chr6	139028682	139043302	+	16	0.77396
ABT1	chr6	26596943	26600744	+	67	1.97219
ABTB1	chr3	127672929	127680926	+	807	10.55999
ABTB2	chr11	34150987	34358008	-	85	1.48794
AC012044.5	chr10	45815426	45817588	-	0	0
AC022026.3	chr10	74371535	74372416	+	2	0.19744
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	435	5.32787
ACAA2	chr18	49782167	49813960	-	174	3.28071
ACACA	chr17	37084988	37406822	-	2654	18.09317
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	1022	6.01951
ACAD10	chr12	111686053	111757107	+	200	2.18414
ACAD11	chr3	132558138	132660723	-	285	4.68919
ACAD8	chr11	134253495	134265855	+	482	5.23033
ACAD9	chr3	128879490	128916082	+	855	10.7425
ACADL	chr2	210187908	210225491	-	42	0.77742
ACADM	chr1	75724347	75763679	+	500	9.88542
ACADM/RABGGTB	chr1	75749497	75787575	+	58	9.24928
ACADS	chr12	120725735	120740008	+	131	4.30751
ACADSB	chr10	123008913	123058311	+	230	3.19756
ACADVL	chr17	7217125	7225273	+	2537	40.59145
ACAN	chr15	88803442	88875354	+	97	0.88988
ACAP1	chr17	7336529	7351478	+	30	0.37295
ACAP2	chr3	195274736	195443088	-	614	4.84165
ACAP3	chr1	1292376	1309609	-	994	8.36782
ACAT1	chr11	108121516	108148168	+	476	9.46465
ACAT2	chr6	159760328	159779112	+	463	9.21669
ACBD3	chr1	226144679	226186730	-	230	3.91521
ACBD4	chr17	45132600	45144181	+	172	3.963
ACBD5	chr10	27195214	27242275	-	1588	30.61746
ACBD6	chr1	180275380	180502954	-	119	4.37376
ACBD7	chr10	15015072	15088776	-	258	5.14645
ACCS	chr11	44065925	44084240	+	49	0.7272
ACCSL	chr11	44047981	44059977	+	0	0
ACD	chr16	67657512	67660815	-	350	9.45541
ACE	chr17	63477061	63521848	+	236	1.80553
ACE2	chrX	15561033	15602148	-	1	0.02217
ACER1	chr19	6306142	6333629	-	0	0
ACER2	chr9	19408927	19452620	+	52	1.35114
ACER3	chr11	76860873	77026797	+	44	0.35077
ACHE	chr7	100889994	100896914	-	291	6.90398
ACIN1	chr14	23058564	23095614	-	1831	17.50018
ACKR1	chr1	159203307	159206500	+	79	2.61047
ACKR2	chr3	42804752	42887974	+	8	0.12737
ACKR3	chr2	236560781	236582358	+	169	3.61547
ACKR4	chr3	132597237	132618967	+	8	0.2358
ACLY	chr17	41866908	41930542	-	2286	38.15294
ACMSD	chr2	134838430	134902076	+	4	0.11483
ACN9	chr7	97116590	97181763	+	45	1.76257
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	429	4.72768
ACO2	chr22	41469117	41528989	+	8285	202.12433
ACOT1	chr14	73537114	73543794	+	77	3.91387
ACOT11	chr1	54542257	54639192	+	108	0.95372
ACOT12	chr5	81329921	81394169	-	1	0.03529
ACOT13	chr6	24667035	24705069	+	96	1.90059
ACOT2	chr14	73567620	73575658	+	291	10.58822
ACOT4	chr14	73591659	73596496	+	29	1.04818
ACOT6	chr14	73610945	73619888	+	4	0.29441
ACOT7	chr1	6264269	6394391	-	3708	65.98377
ACOT8	chr20	45841721	45857409	-	185	4.3383
ACOT9	chrX	23702253	23766475	-	117	2.01529
ACOX1	chr17	75941507	75979434	-	1541	16.30924
ACOX2	chr3	58505136	58537319	-	67	1.51172
ACOX3	chr4	8366282	8440725	-	281	6.35834
ACOXL	chr2	110732573	111118222	+	2	0.0326
ACP1	chr2	264140	278283	+	330	8.2425
ACP2	chr11	47239302	47248906	-	157	3.14835
ACP5	chr19	11574660	11579008	-	14	0.4312
ACP6	chr1	147642235	147670512	-	52	0.42868
ACPP	chr3	132317367	132368302	+	1	0.02029
ACPT	chr19	50790415	50795224	+	1	0.06464
ACR	chr22	50738196	50745334	+	6	0.27181
ACRBP	chr12	6619683	6647460	-	20	0.38349
ACRC	chrX	71577990	71613590	+	192	4.07846
ACRV1	chr11	125671522	125681123	-	16	0.62981
ACSBG1	chr15	78167468	78234707	-	733	9.03751
ACSBG2	chr19	6135247	6193103	+	3	0.07554
ACSF2	chr17	50426158	50474845	+	132	2.00093
ACSF3	chr16	89093809	89155846	+	369	2.79384
ACSL1	chr4	184755595	184826818	-	161	2.26945
ACSL3	chr2	222860934	222944639	+	1415	17.58818
ACSL4	chrX	109629350	109733403	-	672	6.96732
ACSL5	chr10	112374018	112428380	+	105	2.07924
ACSL6	chr5	131806990	132012177	-	1720	10.02623
ACSM1	chr16	20623233	20698890	-	2	0.06057
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	5	0.05298
ACSM4	chr12	7304284	7328724	+	0	0
ACSM5	chr16	20409529	20441336	+	67	1.88733
ACSM6	chr10	95194200	95228929	+	14	0.43411
ACSS1	chr20	25005147	25058980	-	409	2.31457
ACSS2	chr20	34872146	34927966	+	320	5.25215
ACSS3	chr12	81022383	81261205	+	259	2.15431
ACT1GP1	chr3	139493809	139494937	+	8	0.61698
ACTA1	chr1	229431245	229434098	-	21	1.22307
ACTA2	chr10	88935074	88991390	-	236	2.22678
ACTA2-AS1	chr10	88932684	88939974	+	101	4.30453
ACTB	chr7	5527148	5563784	-	52675	1407.31982
ACTBL2	chr5	57480016	57482809	-	1	0.03116
ACTBP2	chr6	88275882	88276989	-	4	0.31434
ACTC1	chr15	34788096	34796139	-	47	0.88197
ACTG1	chr17	81509971	81523847	-	20590	599.19391
ACTG1P4	chr1	103569404	103571391	+	15	0.65697
ACTG2	chr2	73892314	73919865	+	8	0.13904
ACTGP10	chrX	53142832	53143913	-	20	1.60944
ACTGP3	chr20	1160584	1161697	+	0	0
ACTGP5	chr1	92228581	92229435	-	3	0.30551
ACTGP9	chr6	46204729	46207386	+	16	0.52413
ACTL10	chr20	33666498	33668525	+	2	0.08587
ACTL6A	chr3	179562880	179588408	+	55	1.3031
ACTL6B	chr7	100643097	100656461	-	639	21.75068
ACTL7A	chr9	108862228	108863759	+	0	0
ACTL7B	chr9	108854588	108856967	-	1	0.03658
ACTL8	chr1	17755313	17827063	+	2	0.08528
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	1867	12.85882
ACTN2	chr1	236686454	236764631	+	1547	24.35779
ACTN3	chr11	66546274	66563329	+	0	0
ACTN4	chr19	38647616	38731583	+	3437	55.14325
ACTR10	chr14	58200080	58235636	+	345	7.43734
ACTR1A	chr10	102479229	102502755	-	1718	34.22276
ACTR1B	chr2	97655939	97664107	-	1144	34.15947
ACTR2	chr2	65227695	65271253	+	1468	19.83242
ACTR3	chr2	113889934	113962596	+	1439	10.40915
ACTR3B	chr7	152759749	152887714	+	427	5.48609
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	20	0.20711
ACTR5	chr20	38748294	38772520	+	94	3.07117
ACTR6	chr12	100199865	100241865	+	162	3.27577
ACTR8	chr3	53865016	53882202	-	250	5.39205
ACTRT1	chrX	128050962	128052403	-	2	0.12076
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	17	0.73826
ACVR1	chr2	157736444	157875862	-	283	6.01882
ACVR1B	chr12	51951667	51997079	+	441	6.9074
ACVR1C	chr2	157526767	157629005	-	191	1.80865
ACVR2A	chr2	147844517	147930827	+	360	4.62937
ACVR2B	chr3	38453851	38493142	+	205	1.12537
ACVR2B-AS1	chr3	38451033	38454820	-	0	0
ACVRL1	chr12	51906908	51923361	+	297	5.1514
ACY1	chr3	51983284	51989202	+	35	1.19322
ACY3	chr11	67642555	67650659	-	26	1.09682
ACYP1	chr14	75053221	75069478	-	164	14.18035
ACYP2	chr2	54115273	54305300	+	222	7.04693
ADA	chr20	44619519	44652233	-	60	1.21636
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	9	0.18965
ADAL	chr15	43330356	43354555	+	122	1.99187
ADAM10	chr15	58588807	58749978	-	972	5.77777
ADAM11	chr17	44759031	44781846	+	444	7.33715
ADAM12	chr10	126012381	126388558	-	22	0.16154
ADAM15	chr1	155050566	155062776	+	347	4.58824
ADAM17	chr2	9488486	9555792	-	353	5.57721
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	125	1.47238
ADAM1A	chr12	111899063	111902238	+	37	1.01436
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	32	0.86611
ADAM20P1	chr14	70468876	70483756	-	9	0.25786
ADAM21	chr14	70452157	70459905	+	26	0.84979
ADAM21P1	chr14	70245491	70247801	-	3	0.11303
ADAM22	chr7	87934143	88202889	+	1069	8.59453
ADAM23	chr2	206443539	206621130	+	1629	11.80118
ADAM28	chr8	24294040	24359018	+	38	0.35929
ADAM29	chr4	174829668	174978180	+	3	0.0433
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	31	0.28117
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	76	0.8963
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	1	0.0182
ADAM8	chr10	133262403	133276903	-	18	0.30605
ADAM9	chr8	38996986	39105261	+	1148	20.24657
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	0	0
ADAMTS1	chr21	26835747	26845409	-	340	4.25407
ADAMTS10	chr19	8580240	8610753	-	285	4.255
ADAMTS12	chr5	33523535	33892192	-	6	0.05343
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	243	3.69382
ADAMTS14	chr10	70672803	70762441	+	6	0.07708
ADAMTS15	chr11	130448974	130476644	+	16	0.22726
ADAMTS16	chr5	5140330	5320304	+	126	1.89776
ADAMTS17	chr15	99971438	100342005	-	89	1.01113
ADAMTS18	chr16	77282128	77435114	-	9	0.12239
ADAMTS19	chr5	129460265	129738683	+	150	2.39644
ADAMTS2	chr5	179110851	179345430	-	281	3.17834
ADAMTS20	chr12	43353866	43551921	-	4	0.04809
ADAMTS3	chr4	72280969	72568799	-	283	3.742
ADAMTS4	chr1	161184308	161199056	-	24	0.20222
ADAMTS5	chr21	26917912	26967120	-	10	0.09011
ADAMTS6	chr5	65148736	65481920	-	27	0.2798
ADAMTS7	chr15	78759203	78811463	-	9	0.09878
ADAMTS7P1	chr15	82293283	82334609	+	9	0.15084
ADAMTS8	chr11	130404923	130428993	-	335	6.44613
ADAMTS9	chr3	64515654	64688000	-	157	1.25841
ADAMTS9-AS1	chr3	64561711	64589961	+	2	0.05437
ADAMTS9-AS2	chr3	64685104	64975536	+	0	0
ADAMTSL1	chr9	18473894	18910950	+	13	0.09111
ADAMTSL2	chr9	133532164	133575519	+	558	7.53264
ADAMTSL3	chr15	83654086	84039842	+	112	0.96401
ADAMTSL4	chr1	150549369	150560937	+	48	0.61734
ADAMTSL4-AS1	chr1	150560202	150562115	-	2	0.09098
ADAMTSL5	chr19	1498611	1513556	-	3	0.06968
ADAP1	chr7	897900	975549	-	1028	17.14071
ADAP1/COX19	chr7	972701	975549	-	2	0.18846
ADAP2	chr17	30921679	30959322	+	57	1.43856
ADAR	chr1	154582057	154627999	-	6323	63.29602
ADARB1	chr21	45073853	45226563	+	808	6.3131
ADARB2	chr10	1177313	1737476	-	157	1.29012
ADAT1	chr16	75598349	75623323	-	122	2.28346
ADAT2	chr6	143422832	143450704	-	11	0.12115
ADAT3	chr19	1905372	1913447	+	4	0.15528
ADCK1	chr14	77800083	77935012	+	157	2.75997
ADCK2	chr7	140672930	140695121	+	450	14.36812
ADCK3	chr1	226896888	226987545	+	1224	12.39096
ADCK4	chr19	40691529	40718207	-	166	2.57367
ADCK5	chr8	144373101	144393242	+	83	2.60992
ADCY1	chr7	45574140	45723116	+	4820	31.01858
ADCY10	chr1	167809120	167914369	-	19	0.26172
ADCY10P1	chr6	41101022	41140835	+	3	0.03202
ADCY2	chr5	7396208	7830081	+	2211	11.7839
ADCY3	chr2	24819169	24919839	-	1133	16.57447
ADCY4	chr14	24318349	24335093	-	22	0.23746
ADCY5	chr3	123282296	123449758	-	1925	18.76526
ADCY6	chr12	48766192	48789037	-	755	7.02785
ADCY7	chr16	50244919	50318135	+	125	1.23736
ADCY8	chr8	130780300	131042426	-	531	7.78491
ADCY9	chr16	3962649	4116185	-	1204	10.24763
ADCYAP1	chr18	904365	912172	+	43	0.89485
ADCYAP1R1	chr7	31052461	31111479	+	1666	21.23243
ADD1	chr4	2843727	2930076	+	4099	27.00744
ADD2	chr2	70607618	70768243	-	2916	20.14428
ADD3	chr10	109996368	110135565	+	1912	20.80472
ADGB	chr6	146598965	146815462	+	0	0
ADH1A	chr4	99276366	99291028	-	2	0.08396
ADH1B	chr4	99304964	99321442	-	5	0.07085
ADH1C	chr4	99336492	99353027	-	1	0.05004
ADH4	chr4	99123657	99144298	-	1	0.03811
ADH5	chr4	99070978	99088801	-	384	4.93363
ADH5B	chr6	65836930	65838039	-	146	11.45256
ADH6	chr4	99202638	99219537	-	0	0
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	93	2.29588
ADHFE1/C8orf46	chr8	66471441	66474939	+	3	0.54647
ADI1	chr2	3497361	3519736	-	131	2.13961
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	618	16.42545
ADIPOR2	chr12	1688574	1788679	+	133	2.50063
ADIRF	chr10	86968192	86983934	+	70	3.20618
ADIRF-AS1	chr10	86965741	86971311	-	80	1.82252
ADK	chr10	74151185	74709303	+	496	12.78104
ADM	chr11	10304680	10307397	+	17	0.63392
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	3	0.12246
ADNP	chr20	50888918	50931240	-	746	9.01775
ADNP2	chr18	80109031	80140351	+	238	3.64262
ADO	chr10	62804756	62808483	+	63	1.47142
ADORA1	chr1	203090654	203167405	+	66	1.35184
ADORA2A	chr22	24417879	24442360	+	37	0.76833
ADORA2A-AS1	chr22	24429210	24432430	-	1	0.04373
ADORA2B	chr17	15944917	15975896	+	51	1.64406
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	249	5.07268
ADPGK	chr15	72751367	72784326	-	143	1.42657
ADPGK-AS1	chr15	72782835	72805542	+	2	0.03043
ADPRH	chr3	119579268	119589945	+	2	0.03773
ADPRHL1	chr13	113421940	113453631	-	63	2.26672
ADPRHL2	chr1	36088852	36093932	+	98	5.04609
ADPRM	chr17	10697594	10712947	+	79	2.06317
ADPRTP1	chr13	110936759	110939784	+	514	14.78995
ADRA1A	chr8	26747938	26869486	-	347	2.82502
ADRA1B	chr5	159916733	159985786	+	246	4.91835
ADRA1D	chr20	4220631	4249074	-	15	0.46812
