Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10	chr1	229516582	229558695	-	287	3.2443
ABCB10P	chr15	23179869	23182049	+	27	0.69761
ABCB11	chr2	168922826	169031323	-	4	0.04089
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	27	0.21097
ABCB5	chr7	20615622	20777038	+	1	0.0062
ABCB6	chr2	219209766	219222738	-	1055	7.80704
ABCB7	chrX	75053172	75156340	-	349	6.78392
ABCB8	chr7	151028422	151052753	+	727	3.57762
ABCB9	chr12	122920178	122981649	-	788	4.88179
ABCC1	chr16	15949577	16143074	+	816	6.06951
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	477	3.2973
ABCC11	chr16	48166910	48247568	-	52	0.4044
ABCC12	chr16	48082973	48156018	-	63	0.37643
ABCC13	chr21	14236206	14362754	+	0	0
ABCC2	chr10	99782694	99852192	+	10	0.0861
ABCC3	chr17	50634814	50692252	+	19	0.10112
ABCC4	chr13	95019829	95301446	-	118	0.80288
ABCC5	chr3	183919934	184018015	-	2045	11.5899
ABCC6	chr16	16148928	16223522	-	46	0.34292
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	11	0.18067
ABCC6P2	chr16	14820792	14824702	-	0	0
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	2665	22.39763
ABCC9	chr12	21797389	21941863	-	218	1.01601
ABCD1	chrX	153724868	153744762	+	90	1.35315
ABCD2	chr12	39550033	39620041	-	246	2.12353
ABCD3	chr1	94418377	94518666	+	622	4.51914
ABCD4	chr14	74285277	74303064	-	532	3.35973
ABCE1	chr4	145097932	145129524	+	243	2.07161
ABCF1	chr6	30571376	30597179	+	1277	15.90992
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	1166	11.97695
ABCF3	chr3	184186023	184194012	+	1434	15.49822
ABCG1	chr21	42199689	42297244	+	1156	10.64239
ABCG2	chr4	88090264	88231417	-	541	6.2115
ABCG4	chr11	119149012	119162666	+	363	3.25517
ABCG5	chr2	43806130	43838900	-	19	0.25051
ABCG8	chr2	43838964	43878808	+	75	1.39853
ABHD1	chr2	27123764	27130991	+	30	0.34972
ABHD10	chr3	111978876	111993368	+	136	1.45478
ABHD11	chr7	73736094	73738867	-	161	3.76142
ABHD12	chr20	25294743	25390983	-	2360	41.37803
ABHD12B	chr14	50872160	50904970	+	33	0.29517
ABHD13	chr13	108218379	108234255	+	124	1.16751
ABHD14A	chr3	51975026	51981200	+	493	15.74004
ABHD14A-ACY1	chr3	51975050	51989183	+	297	7.73398
ABHD14B	chr3	51968510	51983409	-	42	0.58309
ABHD15	chr17	29560547	29567137	-	47	0.73734
ABHD16A	chr6	31686949	31703444	-	816	8.22882
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	36	0.96879
ABHD17A	chr19	1876810	1885547	-	286	2.62526
ABHD17AP2	chr1	148146395	148149566	+	207	12.50237
ABHD17B	chr9	71862452	71911245	-	494	8.33459
ABHD17C	chr15	80695303	80755621	+	172	2.19534
ABHD2	chr15	89087459	89202360	+	1303	7.59314
ABHD3	chr18	21650897	21704805	-	71	1.0035
ABHD4	chr14	22598237	22613215	+	158	2.28353
ABHD5	chr3	43690870	43734371	+	118	0.86728
ABHD6	chr3	58237506	58294738	+	305	3.76251
ABHD8	chr19	17292131	17303473	-	1043	28.12171
ABI1	chr10	26746593	26861087	-	1653	22.0836
ABI2	chr2	203327874	203447723	+	3200	7.53611
ABI3	chr17	49210227	49223225	+	13	0.34393
ABI3BP	chr3	100749156	100993515	-	94	0.51608
ABL1	chr9	130713881	130887675	+	1005	6.61137
ABL2	chr1	179099327	179229684	-	1391	5.9127
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	2403	11.24592
ABLIM2	chr4	7957489	8158832	-	2625	13.71299
ABLIM3	chr5	149141483	149260542	+	1047	7.63652
ABO	chr9	133250401	133275214	-	14	0.12416
ABR	chr17	1003518	1229630	-	11057	55.40915
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	5	0.10227
ABRACL	chr6	139028682	139043302	+	39	1.22094
ABT1	chr6	26596943	26600744	+	147	2.80042
ABTB1	chr3	127672929	127680926	+	1591	13.47383
ABTB2	chr11	34150987	34358008	-	165	1.86931
AC012044.5	chr10	45815426	45817588	-	0	0
AC022026.3	chr10	74371535	74372416	+	14	0.89446
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	848	6.72188
ACAA2	chr18	49782167	49813960	-	227	2.76997
ACACA	chr17	37084988	37406822	-	3675	16.21445
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	1747	6.65938
ACAD10	chr12	111686053	111757107	+	351	2.48078
ACAD11	chr3	132558138	132660723	-	400	4.25935
ACAD8	chr11	134253495	134265855	+	969	6.80513
ACAD9	chr3	128879490	128916082	+	1537	12.49811
ACADL	chr2	210187908	210225491	-	55	0.65887
ACADM	chr1	75724347	75763679	+	896	11.46474
ACADM/RABGGTB	chr1	75749497	75787575	+	71	7.32773
ACADS	chr12	120725735	120740008	+	162	3.44747
ACADSB	chr10	123008913	123058311	+	448	4.03087
ACADVL	chr17	7217125	7225273	+	4648	48.12949
ACAN	chr15	88803442	88875354	+	278	1.65058
ACAP1	chr17	7336529	7351478	+	24	0.19309
ACAP2	chr3	195274736	195443088	-	845	4.31234
ACAP3	chr1	1292376	1309609	-	2023	11.02181
ACAT1	chr11	108121516	108148168	+	664	8.5447
ACAT2	chr6	159760328	159779112	+	531	6.841
ACBD3	chr1	226144679	226186730	-	406	4.47285
ACBD4	chr17	45132600	45144181	+	390	5.81556
ACBD5	chr10	27195214	27242275	-	2164	27.00269
ACBD6	chr1	180275380	180502954	-	207	4.9239
ACBD7	chr10	15015072	15088776	-	515	6.64855
ACCS	chr11	44065925	44084240	+	93	0.89324
ACCSL	chr11	44047981	44059977	+	0	0
ACD	chr16	67657512	67660815	-	582	10.17575
ACE	chr17	63477061	63521848	+	353	1.74783
ACE2	chrX	15561033	15602148	-	2	0.0287
ACER1	chr19	6306142	6333629	-	2	0.07799
ACER2	chr9	19408927	19452620	+	81	1.36212
ACER3	chr11	76860873	77026797	+	78	0.40244
ACHE	chr7	100889994	100896914	-	409	6.28002
ACIN1	chr14	23058564	23095614	-	3484	21.5508
ACKR1	chr1	159203307	159206500	+	113	2.41658
ACKR2	chr3	42804752	42887974	+	14	0.14425
ACKR3	chr2	236560781	236582358	+	234	3.23985
ACKR4	chr3	132597237	132618967	+	26	0.49598
ACLY	chr17	41866908	41930542	-	3246	35.06157
ACMSD	chr2	134838430	134902076	+	17	0.31585
ACN9	chr7	97116590	97181763	+	55	1.39421
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	574	4.09386
ACO2	chr22	41469117	41528989	+	11424	180.37457
ACOT1	chr14	73537114	73543794	+	73	2.40143
ACOT11	chr1	54542257	54639192	+	339	1.93743
ACOT12	chr5	81329921	81394169	-	3	0.06853
ACOT13	chr6	24667035	24705069	+	104	1.33254
ACOT2	chr14	73567620	73575658	+	343	8.07709
ACOT4	chr14	73591659	73596496	+	74	1.73101
ACOT6	chr14	73610945	73619888	+	11	0.52398
ACOT7	chr1	6264269	6394391	-	5073	58.42427
ACOT8	chr20	45841721	45857409	-	242	3.67277
ACOT9	chrX	23702253	23766475	-	190	2.11805
ACOX1	chr17	75941507	75979434	-	2136	14.63064
ACOX2	chr3	58505136	58537319	-	82	1.19741
ACOX3	chr4	8366282	8440725	-	514	7.52717
ACOXL	chr2	110732573	111118222	+	3	0.03165
ACP1	chr2	264140	278283	+	482	7.79154
ACP2	chr11	47239302	47248906	-	247	3.20561
ACP5	chr19	11574660	11579008	-	15	0.299
ACP6	chr1	147642235	147670512	-	92	0.49085
ACPP	chr3	132317367	132368302	+	6	0.07879
ACPT	chr19	50790415	50795224	+	7	0.29284
ACR	chr22	50738196	50745334	+	9	0.26387
ACRBP	chr12	6619683	6647460	-	23	0.28542
ACRC	chrX	71577990	71613590	+	356	4.89413
ACRV1	chr11	125671522	125681123	-	25	0.63688
ACSBG1	chr15	78167468	78234707	-	1365	10.89202
ACSBG2	chr19	6135247	6193103	+	13	0.21185
ACSF2	chr17	50426158	50474845	+	146	1.43233
ACSF3	chr16	89093809	89155846	+	614	3.00867
ACSL1	chr4	184755595	184826818	-	271	2.47227
ACSL3	chr2	222860934	222944639	+	2301	18.51024
ACSL4	chrX	109629350	109733403	-	845	5.67002
ACSL5	chr10	112374018	112428380	+	171	2.19151
ACSL6	chr5	131806990	132012177	-	3724	14.04915
ACSM1	chr16	20623233	20698890	-	9	0.1764
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	8	0.05486
ACSM4	chr12	7304284	7328724	+	6	0.1365
ACSM5	chr16	20409529	20441336	+	28	0.51046
ACSM6	chr10	95194200	95228929	+	31	0.62211
ACSS1	chr20	25005147	25058980	-	920	3.3695
ACSS2	chr20	34872146	34927966	+	546	5.79977
ACSS3	chr12	81022383	81261205	+	322	1.73339
ACT1GP1	chr3	139493809	139494937	+	12	0.59895
ACTA1	chr1	229431245	229434098	-	41	1.54542
ACTA2	chr10	88935074	88991390	-	1343	8.2011
ACTA2-AS1	chr10	88932684	88939974	+	523	14.4257
ACTB	chr7	5527148	5563784	-	83781	1448.65454
ACTBL2	chr5	57480016	57482809	-	8	0.16135
ACTBP2	chr6	88275882	88276989	-	5	0.25429
ACTC1	chr15	34788096	34796139	-	48	0.58294
ACTG1	chr17	81509971	81523847	-	29200	549.95215
ACTG1P4	chr1	103569404	103571391	+	16	0.45353
ACTG2	chr2	73892314	73919865	+	18	0.20246
ACTGP10	chrX	53142832	53143913	-	58	3.02068
ACTGP3	chr20	1160584	1161697	+	1	0.05058
ACTGP5	chr1	92228581	92229435	-	0	0
ACTGP9	chr6	46204729	46207386	+	32	0.67842
ACTL10	chr20	33666498	33668525	+	11	0.30565
ACTL6A	chr3	179562880	179588408	+	50	0.76668
ACTL6B	chr7	100643097	100656461	-	872	19.20966
ACTL7A	chr9	108862228	108863759	+	0	0
ACTL7B	chr9	108854588	108856967	-	1	0.02368
ACTL8	chr1	17755313	17827063	+	1	0.0276
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	2713	12.0931
ACTN2	chr1	236686454	236764631	+	2598	26.47388
ACTN3	chr11	66546274	66563329	+	11	0.16771
ACTN4	chr19	38647616	38731583	+	8718	90.52337
ACTR10	chr14	58200080	58235636	+	411	5.73418
ACTR1A	chr10	102479229	102502755	-	2548	32.84901
ACTR1B	chr2	97655939	97664107	-	2368	45.76125
ACTR2	chr2	65227695	65271253	+	2280	19.93497
ACTR3	chr2	113889934	113962596	+	1731	8.10368
ACTR3B	chr7	152759749	152887714	+	523	4.34878
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	22	0.14745
ACTR5	chr20	38748294	38772520	+	106	2.24136
ACTR6	chr12	100199865	100241865	+	253	3.31093
ACTR8	chr3	53865016	53882202	-	460	6.421
ACTRT1	chrX	128050962	128052403	-	1	0.03908
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	27	0.75884
ACVR1	chr2	157736444	157875862	-	419	5.76726
ACVR1B	chr12	51951667	51997079	+	738	7.48106
ACVR1C	chr2	157526767	157629005	-	265	1.62404
ACVR2A	chr2	147844517	147930827	+	491	4.08632
ACVR2B	chr3	38453851	38493142	+	386	1.37139
ACVR2B-AS1	chr3	38451033	38454820	-	2	0.04488
ACVRL1	chr12	51906908	51923361	+	533	5.98311
ACY1	chr3	51983284	51989202	+	110	2.42703
ACY3	chr11	67642555	67650659	-	24	0.65525
ACYP1	chr14	75053221	75069478	-	218	12.19918
ACYP2	chr2	54115273	54305300	+	262	5.38244
ADA	chr20	44619519	44652233	-	173	2.26979
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	15	0.20457
ADAL	chr15	43330356	43354555	+	198	2.09217
ADAM10	chr15	58588807	58749978	-	1386	5.33198
ADAM11	chr17	44759031	44781846	+	747	7.98907
ADAM12	chr10	126012381	126388558	-	32	0.15207
ADAM15	chr1	155050566	155062776	+	609	5.21153
ADAM17	chr2	9488486	9555792	-	554	5.66478
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	321	2.44707
ADAM1A	chr12	111899063	111902238	+	103	1.82751
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	98	1.71664
ADAM20P1	chr14	70468876	70483756	-	7	0.1298
ADAM21	chr14	70452157	70459905	+	57	1.20571
ADAM21P1	chr14	70245491	70247801	-	8	0.19507
ADAM22	chr7	87934143	88202889	+	2193	11.41074
ADAM23	chr2	206443539	206621130	+	3076	14.42187
ADAM28	chr8	24294040	24359018	+	58	0.35491
ADAM29	chr4	174829668	174978180	+	6	0.05604
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	95	0.55764
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	115	0.87775
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	5	0.05891
ADAM8	chr10	133262403	133276903	-	26	0.2861
ADAM9	chr8	38996986	39105261	+	1771	20.21432
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	1	0.02309
ADAMTS1	chr21	26835747	26845409	-	317	2.56694
ADAMTS10	chr19	8580240	8610753	-	637	6.15496
ADAMTS12	chr5	33523535	33892192	-	11	0.06339
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	678	6.67007
ADAMTS14	chr10	70672803	70762441	+	42	0.34918
ADAMTS15	chr11	130448974	130476644	+	19	0.17466
ADAMTS16	chr5	5140330	5320304	+	96	0.93578
ADAMTS17	chr15	99971438	100342005	-	354	2.60286
ADAMTS18	chr16	77282128	77435114	-	4	0.0352
ADAMTS19	chr5	129460265	129738683	+	161	1.66469
ADAMTS2	chr5	179110851	179345430	-	187	1.36889
ADAMTS20	chr12	43353866	43551921	-	5	0.03891
ADAMTS3	chr4	72280969	72568799	-	342	2.92667
ADAMTS4	chr1	161184308	161199056	-	118	0.64345
ADAMTS5	chr21	26917912	26967120	-	36	0.20994
ADAMTS6	chr5	65148736	65481920	-	56	0.37559
ADAMTS7	chr15	78759203	78811463	-	11	0.07814
ADAMTS7P1	chr15	82293283	82334609	+	8	0.08678
ADAMTS8	chr11	130404923	130428993	-	916	11.40724
ADAMTS9	chr3	64515654	64688000	-	116	0.60174
ADAMTS9-AS1	chr3	64561711	64589961	+	1	0.01759
ADAMTS9-AS2	chr3	64685104	64975536	+	0	0
ADAMTSL1	chr9	18473894	18910950	+	135	0.61232
ADAMTSL2	chr9	133532164	133575519	+	927	8.09886
ADAMTSL3	chr15	83654086	84039842	+	154	0.85786
ADAMTSL4	chr1	150549369	150560937	+	182	1.51491
ADAMTSL4-AS1	chr1	150560202	150562115	-	2	0.05888
ADAMTSL5	chr19	1498611	1513556	-	5	0.07516
ADAP1	chr7	897900	975549	-	1429	15.42052
ADAP1/COX19	chr7	972701	975549	-	6	0.36592
ADAP2	chr17	30921679	30959322	+	66	1.07802
ADAR	chr1	154582057	154627999	-	9401	60.90575
ADARB1	chr21	45073853	45226563	+	948	4.7937
ADARB2	chr10	1177313	1737476	-	311	1.65395
ADAT1	chr16	75598349	75623323	-	231	2.79818
ADAT2	chr6	143422832	143450704	-	32	0.22809
ADAT3	chr19	1905372	1913447	+	14	0.35172
ADCK1	chr14	77800083	77935012	+	256	2.91256
ADCK2	chr7	140672930	140695121	+	550	11.36531
ADCK3	chr1	226896888	226987545	+	1599	10.47619
ADCK4	chr19	40691529	40718207	-	280	2.80954
ADCK5	chr8	144373101	144393242	+	186	3.78524
ADCY1	chr7	45574140	45723116	+	9480	39.48337
ADCY10	chr1	167809120	167914369	-	25	0.22287
ADCY10P1	chr6	41101022	41140835	+	6	0.04145
ADCY2	chr5	7396208	7830081	+	2863	9.87535
ADCY3	chr2	24819169	24919839	-	1980	18.74588
ADCY4	chr14	24318349	24335093	-	76	0.53089
ADCY5	chr3	123282296	123449758	-	2450	15.45685
ADCY6	chr12	48766192	48789037	-	1215	7.31952
ADCY7	chr16	50244919	50318135	+	179	1.14676
ADCY8	chr8	130780300	131042426	-	758	7.19216
ADCY9	chr16	3962649	4116185	-	2216	12.20669
ADCYAP1	chr18	904365	912172	+	136	1.83169
ADCYAP1R1	chr7	31052461	31111479	+	1383	11.40717
ADD1	chr4	2843727	2930076	+	6622	28.23746
ADD2	chr2	70607618	70768243	-	4533	20.2666
ADD3	chr10	109996368	110135565	+	2226	15.67582
ADGB	chr6	146598965	146815462	+	0	0
ADH1A	chr4	99276366	99291028	-	2	0.05434
ADH1B	chr4	99304964	99321442	-	37	0.3393
ADH1C	chr4	99336492	99353027	-	2	0.06477
ADH4	chr4	99123657	99144298	-	3	0.07398
ADH5	chr4	99070978	99088801	-	520	4.32384
ADH5B	chr6	65836930	65838039	-	178	9.03651
ADH6	chr4	99202638	99219537	-	1	0.01493
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	188	3.0037
ADHFE1/C8orf46	chr8	66471441	66474939	+	0	0
ADI1	chr2	3497361	3519736	-	173	1.82869
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	1	0.01217
ADIPOR1	chr1	202940823	202958572	-	851	14.63826
ADIPOR2	chr12	1688574	1788679	+	192	2.33631
ADIRF	chr10	86968192	86983934	+	83	2.46037
ADIRF-AS1	chr10	86965741	86971311	-	103	1.51862
ADK	chr10	74151185	74709303	+	736	12.2742
ADM	chr11	10304680	10307397	+	11	0.26547
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	4	0.10568
ADNP	chr20	50888918	50931240	-	1030	8.058
ADNP2	chr18	80109031	80140351	+	418	4.14042
ADO	chr10	62804756	62808483	+	128	1.93481
ADORA1	chr1	203090654	203167405	+	162	2.14747
ADORA2A	chr22	24417879	24442360	+	60	0.80636
ADORA2A-AS1	chr22	24429210	24432430	-	7	0.19812
ADORA2B	chr17	15944917	15975896	+	48	1.00143
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	155	2.04362
ADPGK	chr15	72751367	72784326	-	255	1.64638
ADPGK-AS1	chr15	72782835	72805542	+	4	0.03939
ADPRH	chr3	119579268	119589945	+	17	0.20758
ADPRHL1	chr13	113421940	113453631	-	231	5.37898
ADPRHL2	chr1	36088852	36093932	+	161	5.3652
ADPRM	chr17	10697594	10712947	+	154	2.60291
ADPRTP1	chr13	110936759	110939784	+	712	13.25912
ADRA1A	chr8	26747938	26869486	-	509	2.68189
