Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10	chr1	229516582	229558695	-	225	3.61437
ABCB10P	chr15	23179869	23182049	+	14	0.51403
ABCB11	chr2	168922826	169031323	-	14	0.20339
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	14	0.15545
ABCB5	chr7	20615622	20777038	+	0	0
ABCB6	chr2	219209766	219222738	-	878	9.23295
ABCB7	chrX	75053172	75156340	-	226	6.24275
ABCB8	chr7	151028422	151052753	+	761	5.32178
ABCB9	chr12	122920178	122981649	-	492	4.33142
ABCC1	chr16	15949577	16143074	+	529	5.59154
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	377	3.70333
ABCC11	chr16	48166910	48247568	-	41	0.45311
ABCC12	chr16	48082973	48156018	-	34	0.28869
ABCC13	chr21	14236206	14362754	+	2	0.01494
ABCC2	chr10	99782694	99852192	+	11	0.13459
ABCC3	chr17	50634814	50692252	+	19	0.1437
ABCC4	chr13	95019829	95301446	-	142	1.37299
ABCC5	chr3	183919934	184018015	-	1595	12.84574
ABCC6	chr16	16148928	16223522	-	33	0.3496
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	3	0.07002
ABCC6P2	chr16	14820792	14824702	-	0	0
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	1914	22.85909
ABCC9	chr12	21797389	21941863	-	231	1.52991
ABCD1	chrX	153724868	153744762	+	40	0.85463
ABCD2	chr12	39550033	39620041	-	160	1.96271
ABCD3	chr1	94418377	94518666	+	414	4.27443
ABCD4	chr14	74285277	74303064	-	592	5.31284
ABCE1	chr4	145097932	145129524	+	136	1.64761
ABCF1	chr6	30571376	30597179	+	770	13.63264
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	689	10.05725
ABCF3	chr3	184186023	184194012	+	996	15.29692
ABCG1	chr21	42199689	42297244	+	935	12.23221
ABCG2	chr4	88090264	88231417	-	159	2.59423
ABCG4	chr11	119149012	119162666	+	248	3.16032
ABCG5	chr2	43806130	43838900	-	36	0.6745
ABCG8	chr2	43838964	43878808	+	105	2.78234
ABHD1	chr2	27123764	27130991	+	23	0.38101
ABHD10	chr3	111978876	111993368	+	59	0.89685
ABHD11	chr7	73736094	73738867	-	140	4.648
ABHD12	chr20	25294743	25390983	-	1345	33.51137
ABHD12B	chr14	50872160	50904970	+	20	0.25422
ABHD13	chr13	108218379	108234255	+	53	0.70913
ABHD14A	chr3	51975026	51981200	+	353	16.01569
ABHD14A-ACY1	chr3	51975050	51989183	+	199	7.36396
ABHD14B	chr3	51968510	51983409	-	30	0.59186
ABHD15	chr17	29560547	29567137	-	37	0.82486
ABHD16A	chr6	31686949	31703444	-	522	7.48049
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	28	1.07077
ABHD17A	chr19	1876810	1885547	-	199	2.5958
ABHD17AP2	chr1	148146395	148149566	+	135	11.58692
ABHD17B	chr9	71862452	71911245	-	323	7.74412
ABHD17C	chr15	80695303	80755621	+	90	1.6324
ABHD2	chr15	89087459	89202360	+	1188	9.83798
ABHD3	chr18	21650897	21704805	-	59	1.18501
ABHD4	chr14	22598237	22613215	+	149	3.06019
ABHD5	chr3	43690870	43734371	+	153	1.59802
ABHD6	chr3	58237506	58294738	+	174	3.05027
ABHD8	chr19	17292131	17303473	-	775	29.69417
ABI1	chr10	26746593	26861087	-	1044	19.82028
ABI2	chr2	203327874	203447723	+	2125	7.11162
ABI3	chr17	49210227	49223225	+	25	0.93989
ABI3BP	chr3	100749156	100993515	-	79	0.61635
ABL1	chr9	130713881	130887675	+	785	7.3385
ABL2	chr1	179099327	179229684	-	1150	6.94654
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	1345	8.9449
ABLIM2	chr4	7957489	8158832	-	1391	10.32624
ABLIM3	chr5	149141483	149260542	+	1020	10.5721
ABO	chr9	133250401	133275214	-	3	0.03781
ABR	chr17	1003518	1229630	-	7837	55.80925
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	9	0.2616
ABRACL	chr6	139028682	139043302	+	17	0.7563
ABT1	chr6	26596943	26600744	+	102	2.76133
ABTB1	chr3	127672929	127680926	+	1098	13.21403
ABTB2	chr11	34150987	34358008	-	84	1.35235
AC012044.5	chr10	45815426	45817588	-	1	0.13619
AC022026.3	chr10	74371535	74372416	+	11	0.99871
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	628	7.07403
ACAA2	chr18	49782167	49813960	-	166	2.87852
ACACA	chr17	37084988	37406822	-	2480	15.54922
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	1280	6.93367
ACAD10	chr12	111686053	111757107	+	250	2.51093
ACAD11	chr3	132558138	132660723	-	404	6.11332
ACAD8	chr11	134253495	134265855	+	662	6.60667
ACAD9	chr3	128879490	128916082	+	1064	12.29488
ACADL	chr2	210187908	210225491	-	58	0.98736
ACADM	chr1	75724347	75763679	+	584	10.61894
ACADM/RABGGTB	chr1	75749497	75787575	+	72	10.5598
ACADS	chr12	120725735	120740008	+	179	5.41316
ACADSB	chr10	123008913	123058311	+	307	3.92529
ACADVL	chr17	7217125	7225273	+	4619	67.96811
ACAN	chr15	88803442	88875354	+	193	1.6284
ACAP1	chr17	7336529	7351478	+	25	0.28583
ACAP2	chr3	195274736	195443088	-	602	4.36581
ACAP3	chr1	1292376	1309609	-	1383	10.70758
ACAT1	chr11	108121516	108148168	+	363	6.63816
ACAT2	chr6	159760328	159779112	+	467	8.54976
ACBD3	chr1	226144679	226186730	-	220	3.44424
ACBD4	chr17	45132600	45144181	+	362	7.67092
ACBD5	chr10	27195214	27242275	-	1527	27.07702
ACBD6	chr1	180275380	180502954	-	176	5.94927
ACBD7	chr10	15015072	15088776	-	510	9.35625
ACCS	chr11	44065925	44084240	+	104	1.41949
ACCSL	chr11	44047981	44059977	+	0	0
ACD	chr16	67657512	67660815	-	430	10.68375
ACE	chr17	63477061	63521848	+	332	2.336
ACE2	chrX	15561033	15602148	-	0	0
ACER1	chr19	6306142	6333629	-	1	0.05542
ACER2	chr9	19408927	19452620	+	41	0.97977
ACER3	chr11	76860873	77026797	+	45	0.32993
ACHE	chr7	100889994	100896914	-	362	7.89875
ACIN1	chr14	23058564	23095614	-	2413	21.21069
ACKR1	chr1	159203307	159206500	+	172	5.22713
ACKR2	chr3	42804752	42887974	+	9	0.13178
ACKR3	chr2	236560781	236582358	+	216	4.24986
ACKR4	chr3	132597237	132618967	+	17	0.46084
ACLY	chr17	41866908	41930542	-	1950	29.93157
ACMSD	chr2	134838430	134902076	+	11	0.29043
ACN9	chr7	97116590	97181763	+	63	2.26943
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	426	4.31761
ACO2	chr22	41469117	41528989	+	8121	182.21274
ACOT1	chr14	73537114	73543794	+	77	3.59956
ACOT11	chr1	54542257	54639192	+	345	2.80193
ACOT12	chr5	81329921	81394169	-	5	0.1623
ACOT13	chr6	24667035	24705069	+	82	1.49305
ACOT2	chr14	73567620	73575658	+	340	11.37764
ACOT4	chr14	73591659	73596496	+	55	1.82828
ACOT6	chr14	73610945	73619888	+	7	0.47384
ACOT7	chr1	6264269	6394391	-	3773	61.74863
ACOT8	chr20	45841721	45857409	-	170	3.6664
ACOT9	chrX	23702253	23766475	-	124	1.96434
ACOX1	chr17	75941507	75979434	-	1432	13.93854
ACOX2	chr3	58505136	58537319	-	52	1.07906
ACOX3	chr4	8366282	8440725	-	353	7.34608
ACOXL	chr2	110732573	111118222	+	2	0.02998
ACP1	chr2	264140	278283	+	345	7.92515
ACP2	chr11	47239302	47248906	-	175	3.22748
ACP5	chr19	11574660	11579008	-	13	0.36824
ACP6	chr1	147642235	147670512	-	89	0.67478
ACPP	chr3	132317367	132368302	+	0	0
ACPT	chr19	50790415	50795224	+	10	0.59449
ACR	chr22	50738196	50745334	+	4	0.16666
ACRBP	chr12	6619683	6647460	-	14	0.24688
ACRC	chrX	71577990	71613590	+	254	4.96217
ACRV1	chr11	125671522	125681123	-	13	0.47062
ACSBG1	chr15	78167468	78234707	-	817	9.26425
ACSBG2	chr19	6135247	6193103	+	7	0.1621
ACSF2	chr17	50426158	50474845	+	121	1.68689
ACSF3	chr16	89093809	89155846	+	489	3.40508
ACSL1	chr4	184755595	184826818	-	166	2.15202
ACSL3	chr2	222860934	222944639	+	1095	12.51762
ACSL4	chrX	109629350	109733403	-	411	3.91906
ACSL5	chr10	112374018	112428380	+	200	3.64241
ACSL6	chr5	131806990	132012177	-	2191	11.74613
ACSM1	chr16	20623233	20698890	-	2	0.05571
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	7	0.06821
ACSM4	chr12	7304284	7328724	+	15	0.48493
ACSM5	chr16	20409529	20441336	+	65	1.68395
ACSM6	chr10	95194200	95228929	+	89	2.5381
ACSS1	chr20	25005147	25058980	-	581	3.02389
ACSS2	chr20	34872146	34927966	+	297	4.48319
ACSS3	chr12	81022383	81261205	+	282	2.15725
ACT1GP1	chr3	139493809	139494937	+	15	1.06393
ACTA1	chr1	229431245	229434098	-	33	1.76762
ACTA2	chr10	88935074	88991390	-	231	2.00457
ACTA2-AS1	chr10	88932684	88939974	+	81	3.17492
ACTB	chr7	5527148	5563784	-	59622	1465.0011
ACTBL2	chr5	57480016	57482809	-	4	0.11464
ACTBP2	chr6	88275882	88276989	-	3	0.21682
ACTC1	chr15	34788096	34796139	-	35	0.60404
ACTG1	chr17	81509971	81523847	-	27847	745.30255
ACTG1P4	chr1	103569404	103571391	+	15	0.60421
ACTG2	chr2	73892314	73919865	+	2	0.03197
ACTGP10	chrX	53142832	53143913	-	43	3.18242
ACTGP3	chr20	1160584	1161697	+	0	0
ACTGP5	chr1	92228581	92229435	-	1	0.09366
ACTGP9	chr6	46204729	46207386	+	30	0.90382
ACTL10	chr20	33666498	33668525	+	9	0.35538
ACTL6A	chr3	179562880	179588408	+	42	0.91518
ACTL6B	chr7	100643097	100656461	-	528	16.5291
ACTL7A	chr9	108862228	108863759	+	0	0
ACTL7B	chr9	108854588	108856967	-	0	0
ACTL8	chr1	17755313	17827063	+	1	0.03922
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	1606	10.17292
ACTN2	chr1	236686454	236764631	+	1545	22.37274
ACTN3	chr11	66546274	66563329	+	6	0.13
ACTN4	chr19	38647616	38731583	+	4038	59.58298
ACTR10	chr14	58200080	58235636	+	255	5.05571
ACTR1A	chr10	102479229	102502755	-	1799	32.9584
ACTR1B	chr2	97655939	97664107	-	1228	33.72303
ACTR2	chr2	65227695	65271253	+	1497	18.60007
ACTR3	chr2	113889934	113962596	+	1285	8.54871
ACTR3B	chr7	152759749	152887714	+	297	3.50942
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	10	0.09524
ACTR5	chr20	38748294	38772520	+	90	2.70434
ACTR6	chr12	100199865	100241865	+	175	3.25447
ACTR8	chr3	53865016	53882202	-	285	5.6533
ACTRT1	chrX	128050962	128052403	-	1	0.05553
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	16	0.63903
ACVR1	chr2	157736444	157875862	-	170	3.32519
ACVR1B	chr12	51951667	51997079	+	645	9.29135
ACVR1C	chr2	157526767	157629005	-	47	0.40932
ACVR2A	chr2	147844517	147930827	+	327	3.86733
ACVR2B	chr3	38453851	38493142	+	325	1.64085
ACVR2B-AS1	chr3	38451033	38454820	-	1	0.03189
ACVRL1	chr12	51906908	51923361	+	348	5.55126
ACY1	chr3	51983284	51989202	+	63	1.97531
ACY3	chr11	67642555	67650659	-	23	0.89235
ACYP1	chr14	75053221	75069478	-	203	16.14293
ACYP2	chr2	54115273	54305300	+	187	5.45923
ADA	chr20	44619519	44652233	-	181	3.37467
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	2	0.03876
ADAL	chr15	43330356	43354555	+	135	2.02711
ADAM10	chr15	58588807	58749978	-	890	4.8655
ADAM11	chr17	44759031	44781846	+	539	8.19174
ADAM12	chr10	126012381	126388558	-	34	0.22961
ADAM15	chr1	155050566	155062776	+	559	6.79785
ADAM17	chr2	9488486	9555792	-	430	6.24818
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	167	1.80913
ADAM1A	chr12	111899063	111902238	+	60	1.51282
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	65	1.618
ADAM20P1	chr14	70468876	70483756	-	6	0.1581
ADAM21	chr14	70452157	70459905	+	43	1.29256
ADAM21P1	chr14	70245491	70247801	-	7	0.24256
ADAM22	chr7	87934143	88202889	+	949	7.01703
ADAM23	chr2	206443539	206621130	+	1485	9.89404
ADAM28	chr8	24294040	24359018	+	43	0.37391
ADAM29	chr4	174829668	174978180	+	10	0.13273
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	67	0.55888
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	62	0.67247
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	0	0
ADAM8	chr10	133262403	133276903	-	29	0.45348
ADAM9	chr8	38996986	39105261	+	1042	16.90131
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	1	0.03282
ADAMTS1	chr21	26835747	26845409	-	894	10.28742
ADAMTS10	chr19	8580240	8610753	-	610	8.37583
ADAMTS12	chr5	33523535	33892192	-	10	0.0819
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	586	8.19239
ADAMTS14	chr10	70672803	70762441	+	40	0.47258
ADAMTS15	chr11	130448974	130476644	+	12	0.15676
ADAMTS16	chr5	5140330	5320304	+	158	2.18862
ADAMTS17	chr15	99971438	100342005	-	260	2.71665
ADAMTS18	chr16	77282128	77435114	-	18	0.22512
ADAMTS19	chr5	129460265	129738683	+	202	2.96805
ADAMTS2	chr5	179110851	179345430	-	207	2.15332
ADAMTS20	chr12	43353866	43551921	-	2	0.02212
ADAMTS3	chr4	72280969	72568799	-	183	2.22542
ADAMTS4	chr1	161184308	161199056	-	280	2.16973
ADAMTS5	chr21	26917912	26967120	-	11	0.09116
ADAMTS6	chr5	65148736	65481920	-	48	0.45748
ADAMTS7	chr15	78759203	78811463	-	15	0.15142
ADAMTS7P1	chr15	82293283	82334609	+	5	0.07707
ADAMTS8	chr11	130404923	130428993	-	290	5.1321
ADAMTS9	chr3	64515654	64688000	-	1159	8.54377
ADAMTS9-AS1	chr3	64561711	64589961	+	0	0
ADAMTS9-AS2	chr3	64685104	64975536	+	1	0.03353
ADAMTSL1	chr9	18473894	18910950	+	38	0.24493
ADAMTSL2	chr9	133532164	133575519	+	698	8.66586
ADAMTSL3	chr15	83654086	84039842	+	214	1.69403
ADAMTSL4	chr1	150549369	150560937	+	180	2.12912
ADAMTSL4-AS1	chr1	150560202	150562115	-	2	0.08368
ADAMTSL5	chr19	1498611	1513556	-	3	0.06408
ADAP1	chr7	897900	975549	-	1058	16.22425
ADAP1/COX19	chr7	972701	975549	-	2	0.17333
ADAP2	chr17	30921679	30959322	+	85	1.97295
ADAR	chr1	154582057	154627999	-	6624	60.98411
ADARB1	chr21	45073853	45226563	+	669	4.8073
ADARB2	chr10	1177313	1737476	-	165	1.24698
ADAT1	chr16	75598349	75623323	-	162	2.78863
ADAT2	chr6	143422832	143450704	-	37	0.37477
ADAT3	chr19	1905372	1913447	+	14	0.49982
ADCK1	chr14	77800083	77935012	+	283	4.57545
ADCK2	chr7	140672930	140695121	+	351	10.30713
ADCK3	chr1	226896888	226987545	+	1205	11.21899
ADCK4	chr19	40691529	40718207	-	271	3.86419
ADCK5	chr8	144373101	144393242	+	154	4.45362
ADCY1	chr7	45574140	45723116	+	5513	32.62917
ADCY10	chr1	167809120	167914369	-	23	0.29138
ADCY10P1	chr6	41101022	41140835	+	6	0.0589
ADCY2	chr5	7396208	7830081	+	2216	10.86209
ADCY3	chr2	24819169	24919839	-	1282	17.24809
ADCY4	chr14	24318349	24335093	-	36	0.35736
ADCY5	chr3	123282296	123449758	-	1820	16.31693
ADCY6	chr12	48766192	48789037	-	861	7.37092
ADCY7	chr16	50244919	50318135	+	224	2.03929
ADCY8	chr8	130780300	131042426	-	619	8.34628
ADCY9	chr16	3962649	4116185	-	1302	10.1918
ADCYAP1	chr18	904365	912172	+	90	1.72253
ADCYAP1R1	chr7	31052461	31111479	+	1544	18.09736
ADD1	chr4	2843727	2930076	+	4957	30.03776
ADD2	chr2	70607618	70768243	-	4085	25.95371
ADD3	chr10	109996368	110135565	+	1767	17.68291
ADGB	chr6	146598965	146815462	+	1	0.01059
ADH1A	chr4	99276366	99291028	-	0	0
ADH1B	chr4	99304964	99321442	-	17	0.22154
ADH1C	chr4	99336492	99353027	-	0	0
ADH4	chr4	99123657	99144298	-	0	0
ADH5	chr4	99070978	99088801	-	318	3.75756
ADH5B	chr6	65836930	65838039	-	135	9.73927
ADH6	chr4	99202638	99219537	-	0	0
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	152	3.45107
ADHFE1/C8orf46	chr8	66471441	66474939	+	1	0.16753
ADI1	chr2	3497361	3519736	-	118	1.77251
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	487	11.90422
ADIPOR2	chr12	1688574	1788679	+	132	2.28252
ADIRF	chr10	86968192	86983934	+	166	6.99265
ADIRF-AS1	chr10	86965741	86971311	-	194	4.06468
ADK	chr10	74151185	74709303	+	494	11.70724
ADM	chr11	10304680	10307397	+	24	0.82308
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	7	0.2628
ADNP	chr20	50888918	50931240	-	691	7.68211
ADNP2	chr18	80109031	80140351	+	318	4.47617
ADO	chr10	62804756	62808483	+	67	1.43918
ADORA1	chr1	203090654	203167405	+	95	1.78957
ADORA2A	chr22	24417879	24442360	+	38	0.72573
ADORA2A-AS1	chr22	24429210	24432430	-	7	0.28154
ADORA2B	chr17	15944917	15975896	+	63	1.86781
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	50	0.93681
ADPGK	chr15	72751367	72784326	-	182	1.66983
ADPGK-AS1	chr15	72782835	72805542	+	4	0.05597
ADPRH	chr3	119579268	119589945	+	13	0.22557
ADPRHL1	chr13	113421940	113453631	-	110	3.63993
ADPRHL2	chr1	36088852	36093932	+	113	5.35119
ADPRM	chr17	10697594	10712947	+	77	1.84944
ADPRTP1	chr13	110936759	110939784	+	575	15.2165
ADRA1A	chr8	26747938	26869486	-	336	2.51579
ADRA1B	chr5	159916733	159985786	+	184	3.38334
