Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10P	chr15	23179869	23182049	+	12	0.37695
ABCB11	chr2	168922826	169031323	-	10	0.12429
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	19	0.18049
ABCB5	chr7	20615622	20777038	+	1	0.00754
ABCB6	chr2	219209766	219222738	-	990	8.90681
ABCB7	chrX	75053172	75156340	-	252	5.95538
ABCB8	chr7	151028422	151052753	+	550	3.29061
ABCB9	chr12	122920178	122981649	-	537	4.04465
ABCC1	chr16	15949577	16143074	+	589	5.32638
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	311	2.61369
ABCC11	chr16	48166910	48247568	-	42	0.39711
ABCC12	chr16	48082973	48156018	-	60	0.43586
ABCC13	chr21	14236206	14362754	+	0	0
ABCC2	chr10	99782694	99852192	+	5	0.05234
ABCC3	chr17	50634814	50692252	+	9	0.05824
ABCC4	chr13	95019829	95301446	-	118	0.97612
ABCC5	chr3	183919934	184018015	-	1466	10.10122
ABCC6	chr16	16148928	16223522	-	13	0.11782
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	5	0.09984
ABCC6P2	chr16	14820792	14824702	-	0	0
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	1537	15.70479
ABCC9	chr12	21797389	21941863	-	170	0.96326
ABCD1	chrX	153724868	153744762	+	40	0.73117
ABCD2	chr12	39550033	39620041	-	167	1.75264
ABCD3	chr1	94418377	94518666	+	596	5.2646
ABCD4	chr14	74285277	74303064	-	289	2.21893
ABCE1	chr4	145097932	145129524	+	206	2.13512
ABCF1	chr6	30571376	30597179	+	942	14.2686
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	945	11.80139
ABCF3	chr3	184186023	184194012	+	1247	16.38523
ABCG1	chr21	42199689	42297244	+	1007	11.27105
ABCG2	chr4	88090264	88231417	-	635	8.86393
ABCG4	chr11	119149012	119162666	+	307	3.34703
ABCG5	chr2	43806130	43838900	-	21	0.33662
ABCG8	chr2	43838964	43878808	+	46	1.04285
ABHD1	chr2	27123764	27130991	+	16	0.22676
ABHD10	chr3	111978876	111993368	+	141	1.83371
ABHD11	chr7	73736094	73738867	-	143	4.06178
ABHD12	chr20	25294743	25390983	-	1763	37.58059
ABHD12B	chr14	50872160	50904970	+	27	0.29362
ABHD13	chr13	108218379	108234255	+	69	0.78985
ABHD14A	chr3	51975026	51981200	+	443	17.19555
ABHD14A-ACY1	chr3	51975050	51989183	+	251	7.94646
ABHD14B	chr3	51968510	51983409	-	12	0.20254
ABHD15	chr17	29560547	29567137	-	31	0.59127
ABHD16A	chr6	31686949	31703444	-	817	10.01666
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	23	0.7525
ABHD17A	chr19	1876810	1885547	-	238	2.65605
ABHD17AP2	chr1	148146395	148149566	+	140	10.28025
ABHD17B	chr9	71862452	71911245	-	362	7.42539
ABHD17C	chr15	80695303	80755621	+	125	1.93971
ABHD2	chr15	89087459	89202360	+	1301	9.21739
ABHD3	chr18	21650897	21704805	-	53	0.91072
ABHD4	chr14	22598237	22613215	+	122	2.1437
ABHD5	chr3	43690870	43734371	+	126	1.12591
ABHD6	chr3	58237506	58294738	+	291	4.36439
ABHD8	chr19	17292131	17303473	-	833	27.30586
ABI1	chr10	26746593	26861087	-	1351	21.9435
ABI2	chr2	203327874	203447723	+	2650	7.58746
ABI3	chr17	49210227	49223225	+	24	0.77195
ABI3BP	chr3	100749156	100993515	-	57	0.38047
ABL1	chr9	130713881	130887675	+	623	4.98273
ABL2	chr1	179099327	179229684	-	1333	6.88878
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	1686	9.59295
ABLIM2	chr4	7957489	8158832	-	2088	13.26133
ABLIM3	chr5	149141483	149260542	+	1215	10.77404
ABO	chr9	133250401	133275214	-	12	0.12939
ABR	chr17	1003518	1229630	-	10713	65.26927
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	13	0.32328
ABRACL	chr6	139028682	139043302	+	33	1.25603
ABT1	chr6	26596943	26600744	+	102	2.36243
ABTB1	chr3	127672929	127680926	+	1094	11.26397
ABTB2	chr11	34150987	34358008	-	99	1.3636
AC012044.5	chr10	45815426	45817588	-	0	0
AC022026.3	chr10	74371535	74372416	+	3	0.23303
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	572	5.51245
ACAA2	chr18	49782167	49813960	-	200	2.96711
ACACA	chr17	37084988	37406822	-	3375	18.10389
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	658	3.04944
ACAD10	chr12	111686053	111757107	+	207	1.77871
ACAD11	chr3	132558138	132660723	-	318	4.11684
ACAD8	chr11	134253495	134265855	+	755	6.44634
ACAD9	chr3	128879490	128916082	+	1098	10.85491
ACADL	chr2	210187908	210225491	-	45	0.65539
ACADM	chr1	75724347	75763679	+	669	10.40725
ACADM/RABGGTB	chr1	75749497	75787575	+	74	9.28531
ACADS	chr12	120725735	120740008	+	140	3.62216
ACADSB	chr10	123008913	123058311	+	448	4.90064
ACADVL	chr17	7217125	7225273	+	2818	35.4764
ACAN	chr15	88803442	88875354	+	99	0.71463
ACAP1	chr17	7336529	7351478	+	14	0.13694
ACAP2	chr3	195274736	195443088	-	656	4.07018
ACAP3	chr1	1292376	1309609	-	1228	8.13409
ACAT1	chr11	108121516	108148168	+	672	10.5136
ACAT2	chr6	159760328	159779112	+	772	12.09193
ACBD3	chr1	226144679	226186730	-	389	5.21028
ACBD4	chr17	45132600	45144181	+	252	4.56858
ACBD5	chr10	27195214	27242275	-	2053	31.14527
ACBD6	chr1	180275380	180502954	-	184	5.3212
ACBD7	chr10	15015072	15088776	-	414	6.4979
ACCS	chr11	44065925	44084240	+	53	0.61889
ACCSL	chr11	44047981	44059977	+	1	0.0367
ACD	chr16	67657512	67660815	-	431	9.16166
ACE	chr17	63477061	63521848	+	331	1.99253
ACE2	chrX	15561033	15602148	-	0	0
ACER1	chr19	6306142	6333629	-	1	0.04741
ACER2	chr9	19408927	19452620	+	63	1.28802
ACER3	chr11	76860873	77026797	+	63	0.39518
ACHE	chr7	100889994	100896914	-	346	6.45903
ACIN1	chr14	23058564	23095614	-	2091	15.72508
ACKR1	chr1	159203307	159206500	+	93	2.41802
ACKR2	chr3	42804752	42887974	+	7	0.08769
ACKR3	chr2	236560781	236582358	+	157	2.64279
ACKR4	chr3	132597237	132618967	+	8	0.18554
ACLY	chr17	41866908	41930542	-	3089	40.56525
ACMSD	chr2	134838430	134902076	+	12	0.27106
ACN9	chr7	97116590	97181763	+	49	1.51013
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	631	5.47148
ACO2	chr22	41469117	41528989	+	10942	210.04256
ACOT1	chr14	73537114	73543794	+	99	3.95945
ACOT11	chr1	54542257	54639192	+	172	1.19511
ACOT12	chr5	81329921	81394169	-	0	0
ACOT13	chr6	24667035	24705069	+	118	1.83816
ACOT2	chr14	73567620	73575658	+	395	11.30867
ACOT4	chr14	73591659	73596496	+	64	1.82012
ACOT6	chr14	73610945	73619888	+	4	0.23165
ACOT7	chr1	6264269	6394391	-	4897	68.56651
ACOT8	chr20	45841721	45857409	-	209	3.85637
ACOT9	chrX	23702253	23766475	-	163	2.20914
ACOX1	chr17	75941507	75979434	-	1991	16.58009
ACOX2	chr3	58505136	58537319	-	55	0.97644
ACOX3	chr4	8366282	8440725	-	403	7.17509
ACOXL	chr2	110732573	111118222	+	4	0.0513
ACP1	chr2	264140	278283	+	443	8.7063
ACP2	chr11	47239302	47248906	-	206	3.25038
ACP5	chr19	11574660	11579008	-	6	0.14541
ACP6	chr1	147642235	147670512	-	60	0.38919
ACPP	chr3	132317367	132368302	+	1	0.01597
ACPT	chr19	50790415	50795224	+	5	0.25431
ACR	chr22	50738196	50745334	+	15	0.53468
ACRBP	chr12	6619683	6647460	-	25	0.37718
ACRC	chrX	71577990	71613590	+	170	2.84137
ACRV1	chr11	125671522	125681123	-	22	0.68139
ACSBG1	chr15	78167468	78234707	-	915	8.87668
ACSBG2	chr19	6135247	6193103	+	5	0.09906
ACSF2	chr17	50426158	50474845	+	147	1.75332
ACSF3	chr16	89093809	89155846	+	359	2.13872
ACSL1	chr4	184755595	184826818	-	228	2.5288
ACSL3	chr2	222860934	222944639	+	1822	17.81958
ACSL4	chrX	109629350	109733403	-	880	7.179
ACSL5	chr10	112374018	112428380	+	71	1.10626
ACSL6	chr5	131806990	132012177	-	2940	13.48469
ACSM1	chr16	20623233	20698890	-	1	0.02383
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	4	0.03335
ACSM4	chr12	7304284	7328724	+	5	0.13829
ACSM5	chr16	20409529	20441336	+	58	1.28554
ACSM6	chr10	95194200	95228929	+	15	0.36597
ACSS1	chr20	25005147	25058980	-	488	2.17296
ACSS2	chr20	34872146	34927966	+	394	5.08824
ACSS3	chr12	81022383	81261205	+	219	1.4333
ACT1GP1	chr3	139493809	139494937	+	11	0.66751
ACTA1	chr1	229431245	229434098	-	22	1.00818
ACTA2	chr10	88935074	88991390	-	312	2.31635
ACTA2-AS1	chr10	88932684	88939974	+	128	4.29239
ACTB	chr7	5527148	5563784	-	73914	1553.81555
ACTBL2	chr5	57480016	57482809	-	0	0
ACTBP2	chr6	88275882	88276989	-	2	0.12367
ACTC1	chr15	34788096	34796139	-	69	1.0188
ACTG1	chr17	81509971	81523847	-	30138	690.09674
ACTG1P4	chr1	103569404	103571391	+	7	0.24123
ACTG2	chr2	73892314	73919865	+	2	0.02735
ACTGP10	chrX	53142832	53143913	-	19	1.20305
ACTGP3	chr20	1160584	1161697	+	0	0
ACTGP5	chr1	92228581	92229435	-	0	0
ACTGP9	chr6	46204729	46207386	+	35	0.90213
ACTL10	chr20	33666498	33668525	+	6	0.20269
ACTL6A	chr3	179562880	179588408	+	44	0.82026
ACTL6B	chr7	100643097	100656461	-	770	20.62279
ACTL7A	chr9	108862228	108863759	+	0	0
ACTL7B	chr9	108854588	108856967	-	0	0
ACTL8	chr1	17755313	17827063	+	2	0.0671
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	2057	11.14745
ACTN2	chr1	236686454	236764631	+	2253	27.91214
ACTN3	chr11	66546274	66563329	+	1	0.01854
ACTN4	chr19	38647616	38731583	+	4763	60.12815
ACTR10	chr14	58200080	58235636	+	538	9.12569
ACTR1A	chr10	102479229	102502755	-	2417	37.88375
ACTR1B	chr2	97655939	97664107	-	1789	42.03199
ACTR2	chr2	65227695	65271253	+	2355	25.0337
ACTR3	chr2	113889934	113962596	+	1813	10.31898
ACTR3B	chr7	152759749	152887714	+	568	5.74206
ACTR3BP2	chr2	91940668	91942470	+	3	0.11399
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	14	0.11408
ACTR5	chr20	38748294	38772520	+	68	1.74811
ACTR6	chr12	100199865	100241865	+	248	3.9458
ACTR8	chr3	53865016	53882202	-	343	5.82093
ACTRT1	chrX	128050962	128052403	-	0	0
ACTRT2	chr1	3021482	3022903	+	0	0
ACTRT3	chr3	169766921	169769895	-	31	1.05926
ACVR1	chr2	157736444	157875862	-	288	4.8195
ACVR1B	chr12	51951667	51997079	+	683	8.41746
ACVR1C	chr2	157526767	157629005	-	163	1.21449
ACVR2A	chr2	147844517	147930827	+	409	4.13835
ACVR2B	chr3	38453851	38493142	+	272	1.17489
ACVR2B-AS1	chr3	38451033	38454820	-	1	0.02728
ACVRL1	chr12	51906908	51923361	+	278	3.79401
ACY1	chr3	51983284	51989202	+	85	2.28011
ACY3	chr11	67642555	67650659	-	58	1.9252
ACYP1	chr14	75053221	75069478	-	222	15.10361
ACYP2	chr2	54115273	54305300	+	238	5.9444
ADA	chr20	44619519	44652233	-	101	1.61107
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	20	0.33161
ADAL	chr15	43330356	43354555	+	137	1.75997
ADAM10	chr15	58588807	58749978	-	1276	5.96801
ADAM11	chr17	44759031	44781846	+	644	8.37365
ADAM12	chr10	126012381	126388558	-	13	0.07511
ADAM15	chr1	155050566	155062776	+	481	5.00434
ADAM17	chr2	9488486	9555792	-	402	4.9975
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	207	1.91852
ADAM1A	chr12	111899063	111902238	+	47	1.01385
ADAM2	chr8	39743735	39838289	-	1	0.02358
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	37	0.78797
ADAM20P1	chr14	70468876	70483756	-	9	0.20289
ADAM21	chr14	70452157	70459905	+	24	0.61721
ADAM21P1	chr14	70245491	70247801	-	1	0.02965
ADAM22	chr7	87934143	88202889	+	1845	11.67146
ADAM23	chr2	206443539	206621130	+	2629	14.98578
ADAM28	chr8	24294040	24359018	+	54	0.40173
ADAM29	chr4	174829668	174978180	+	4	0.04542
ADAM30	chr1	119893533	119896524	-	0	0
ADAM32	chr8	39107531	39284917	+	72	0.51383
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	41	0.38046
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	0	0
ADAM8	chr10	133262403	133276903	-	6	0.08027
ADAM9	chr8	38996986	39105261	+	1302	18.06779
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	0	0
ADAMTS1	chr21	26835747	26845409	-	242	2.38246
ADAMTS10	chr19	8580240	8610753	-	334	3.92361
ADAMTS12	chr5	33523535	33892192	-	7	0.04905
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	304	3.63603
ADAMTS14	chr10	70672803	70762441	+	24	0.24259
ADAMTS15	chr11	130448974	130476644	+	17	0.19
ADAMTS16	chr5	5140330	5320304	+	183	2.16873
ADAMTS17	chr15	99971438	100342005	-	157	1.40346
ADAMTS18	chr16	77282128	77435114	-	12	0.1284
ADAMTS19	chr5	129460265	129738683	+	173	2.17474
ADAMTS2	chr5	179110851	179345430	-	122	1.08577
ADAMTS20	chr12	43353866	43551921	-	1	0.00946
ADAMTS3	chr4	72280969	72568799	-	256	2.66343
ADAMTS4	chr1	161184308	161199056	-	104	0.68948
ADAMTS5	chr21	26917912	26967120	-	16	0.11344
ADAMTS6	chr5	65148736	65481920	-	22	0.17939
ADAMTS7	chr15	78759203	78811463	-	7	0.06045
ADAMTS7P1	chr15	82293283	82334609	+	5	0.06594
ADAMTS8	chr11	130404923	130428993	-	525	7.94873
ADAMTS9	chr3	64515654	64688000	-	76	0.47931
ADAMTS9-AS1	chr3	64561711	64589961	+	0	0
ADAMTS9-AS2	chr3	64685104	64975536	+	0	0
ADAMTSL1	chr9	18473894	18910950	+	69	0.38049
ADAMTSL2	chr9	133532164	133575519	+	616	6.54302
ADAMTSL3	chr15	83654086	84039842	+	155	1.04974
ADAMTSL4	chr1	150549369	150560937	+	82	0.82982
ADAMTSL4-AS1	chr1	150560202	150562115	-	0	0
ADAMTSL5	chr19	1498611	1513556	-	3	0.05482
ADAP1	chr7	897900	975549	-	1410	18.49862
ADAP1/COX19	chr7	972701	975549	-	0	0
ADAP2	chr17	30921679	30959322	+	97	1.92624
ADAR	chr1	154582057	154627999	-	8560	67.42353
ADARB1	chr21	45073853	45226563	+	825	5.07189
ADARB2	chr10	1177313	1737476	-	152	0.98279
ADAT1	chr16	75598349	75623323	-	181	2.66561
ADAT2	chr6	143422832	143450704	-	8	0.06933
ADAT3	chr19	1905372	1913447	+	7	0.21381
ADCK1	chr14	77800083	77935012	+	262	3.62402
ADCK2	chr7	140672930	140695121	+	503	12.63688
ADCK3	chr1	226896888	226987545	+	1383	11.01616
ADCK4	chr19	40691529	40718207	-	227	2.76921
ADCK5	chr8	144373101	144393242	+	119	2.94429
ADCY1	chr7	45574140	45723116	+	6893	34.90339
ADCY10	chr1	167809120	167914369	-	20	0.21677
ADCY10P1	chr6	41101022	41140835	+	5	0.04199
ADCY2	chr5	7396208	7830081	+	2951	12.37525
ADCY3	chr2	24819169	24919839	-	1463	16.83986
ADCY4	chr14	24318349	24335093	-	68	0.5775
ADCY5	chr3	123282296	123449758	-	2208	16.93587
ADCY6	chr12	48766192	48789037	-	796	5.83006
ADCY7	chr16	50244919	50318135	+	233	1.8148
ADCY8	chr8	130780300	131042426	-	623	7.18674
ADCY9	chr16	3962649	4116185	-	1238	8.29091
ADCYAP1	chr18	904365	912172	+	111	1.81756
ADCYAP1R1	chr7	31052461	31111479	+	1797	18.02011
ADD1	chr4	2843727	2930076	+	5737	29.74232
ADD2	chr2	70607618	70768243	-	4278	23.25356
ADD3	chr10	109996368	110135565	+	1897	16.24149
ADGB	chr6	146598965	146815462	+	3	0.02719
ADH1A	chr4	99276366	99291028	-	2	0.06607
ADH1B	chr4	99304964	99321442	-	14	0.15609
ADH1C	chr4	99336492	99353027	-	0	0
ADH4	chr4	99123657	99144298	-	0	0
ADH5	chr4	99070978	99088801	-	466	4.71092
ADH5B	chr6	65836930	65838039	-	154	9.50506
ADH6	chr4	99202638	99219537	-	0	0
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	127	2.46692
ADHFE1/C8orf46	chr8	66471441	66474939	+	0	0
ADI1	chr2	3497361	3519736	-	138	1.77349
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	779	16.29111
ADIPOR2	chr12	1688574	1788679	+	125	1.84924
ADIRF	chr10	86968192	86983934	+	92	3.31561
ADIRF-AS1	chr10	86965741	86971311	-	104	1.86423
ADK	chr10	74151185	74709303	+	657	13.32092
ADM	chr11	10304680	10307397	+	6	0.17604
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	4	0.12848
ADNP	chr20	50888918	50931240	-	868	8.25588
ADNP2	chr18	80109031	80140351	+	321	3.86568
ADO	chr10	62804756	62808483	+	113	2.07663
ADORA1	chr1	203090654	203167405	+	120	1.93396
ADORA2A	chr22	24417879	24442360	+	36	0.58821
ADORA2A-AS1	chr22	24429210	24432430	-	1	0.03441
ADORA2B	chr17	15944917	15975896	+	54	1.3697
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	104	1.66708
ADPGK	chr15	72751367	72784326	-	182	1.42861
ADPGK-AS1	chr15	72782835	72805542	+	5	0.05986
ADPRH	chr3	119579268	119589945	+	10	0.14845
ADPRHL1	chr13	113421940	113453631	-	107	3.02918
ADPRHL2	chr1	36088852	36093932	+	164	6.64442
ADPRM	chr17	10697594	10712947	+	131	2.69192
ADPRTP1	chr13	110936759	110939784	+	681	15.41826
ADRA1A	chr8	26747938	26869486	-	336	2.15236
ADRA1B	chr5	159916733	159985786	+	388	6.10381
ADRA1D	chr20	4220631	4249074	-	35	0.85945
