Gene_Symbol	Chromosome	 Start_coordinate	End_coordinate	Strand	Count	RPKM
ABCB10	chr1	229516582	229558695	-	453	3.08939
ABCB10P	chr15	23179869	23182049	+	32	0.49881
ABCB11	chr2	168922826	169031323	-	6	0.03701
ABCB11	chrALTS_NW_003315909	109565	123061	-	0	0
ABCB4	chr7	87402045	87480435	-	57	0.26869
ABCB5	chr7	20615622	20777038	+	0	0
ABCB6	chr2	219209766	219222738	-	1625	7.25477
ABCB7	chrX	75053172	75156340	-	732	8.58427
ABCB8	chr7	151028422	151052753	+	1364	4.04959
ABCB9	chr12	122920178	122981649	-	1067	3.98799
ABCC1	chr16	15949577	16143074	+	1313	5.89203
ABCC1	chrALTS_NT_187607	1607547	1800966	+	0	0
ABCC10	chr6	43427544	43450430	+	717	2.99017
ABCC11	chr16	48166910	48247568	-	68	0.31904
ABCC12	chr16	48082973	48156018	-	55	0.19826
ABCC13	chr21	14236206	14362754	+	0	0
ABCC2	chr10	99782694	99852192	+	104	0.54021
ABCC3	chr17	50634814	50692252	+	64	0.2055
ABCC4	chr13	95019829	95301446	-	449	1.84311
ABCC5	chr3	183919934	184018015	-	3396	11.61156
ABCC6	chr16	16148928	16223522	-	69	0.31033
ABCC6	chrALTS_NT_187607	1807491	1881733	-	0	0
ABCC6P1	chr16	18571162	18598328	+	2	0.01982
ABCC6P2	chr16	14820792	14824702	-	0	0
ABCC6P2	chrALTS_NT_187607	962170	964453	+	0	0
ABCC8	chr11	17392885	17476845	-	4249	21.54409
ABCC9	chr12	21797389	21941863	-	971	2.73022
ABCD1	chrX	153724868	153744762	+	127	1.15198
ABCD2	chr12	39550033	39620041	-	319	1.66131
ABCD3	chr1	94418377	94518666	+	1606	7.0396
ABCD4	chr14	74285277	74303064	-	1106	4.2139
ABCE1	chr4	145097932	145129524	+	396	2.03673
ABCF1	chr6	30571376	30597179	+	1905	14.31887
ABCF1	chrALTS_NT_113891	2051098	2076903	+	0	0
ABCF1	chrALTS_NT_167245	1827203	1853009	+	0	0
ABCF1	chrALTS_NT_167246	1881605	1907409	+	0	0
ABCF1	chrALTS_NT_167247	1915422	1941226	+	0	0
ABCF1	chrALTS_NT_167248	1826463	1852267	+	0	0
ABCF1	chrALTS_NT_167249	1872133	1897937	+	0	0
ABCF2	chr7	151207830	151227374	-	1638	10.15076
ABCF3	chr3	184186023	184194012	+	2306	15.03587
ABCG1	chr21	42199689	42297244	+	1581	8.78112
ABCG2	chr4	88090264	88231417	-	708	4.90421
ABCG4	chr11	119149012	119162666	+	482	2.60766
ABCG5	chr2	43806130	43838900	-	38	0.30227
ABCG8	chr2	43838964	43878808	+	190	2.13747
ABHD1	chr2	27123764	27130991	+	97	0.68219
ABHD10	chr3	111978876	111993368	+	204	1.31651
ABHD11	chr7	73736094	73738867	-	289	4.07344
ABHD12	chr20	25294743	25390983	-	3574	37.80497
ABHD12B	chr14	50872160	50904970	+	40	0.21585
ABHD13	chr13	108218379	108234255	+	283	1.60754
ABHD14A	chr3	51975026	51981200	+	566	10.90215
ABHD14A-ACY1	chr3	51975050	51989183	+	353	5.54572
ABHD14B	chr3	51968510	51983409	-	88	0.73706
ABHD15	chr17	29560547	29567137	-	93	0.88021
ABHD16A	chr6	31686949	31703444	-	781	4.75155
ABHD16A	chrALTS_NT_113891	3164239	3191356	-	0	0
ABHD16A	chrALTS_NT_167245	2934713	2961834	-	0	0
ABHD16A	chrALTS_NT_167246	2991996	3008464	-	0	0
ABHD16A	chrALTS_NT_167247	3028821	3055949	-	0	0
ABHD16A	chrALTS_NT_167248	2942773	2959248	-	0	0
ABHD16A	chrALTS_NT_167249	2986234	3002713	-	0	0
ABHD16B	chr20	63861213	63863306	+	53	0.86048
ABHD17A	chr19	1876810	1885547	-	369	2.04347
ABHD17AP2	chr1	148146395	148149566	+	195	7.10548
ABHD17B	chr9	71862452	71911245	-	664	6.75868
ABHD17C	chr15	80695303	80755621	+	224	1.72487
ABHD2	chr15	89087459	89202360	+	2188	7.69239
ABHD3	chr18	21650897	21704805	-	101	0.86122
ABHD4	chr14	22598237	22613215	+	310	2.70302
ABHD5	chr3	43690870	43734371	+	325	1.44111
ABHD6	chr3	58237506	58294738	+	352	2.61973
ABHD8	chr19	17292131	17303473	-	1041	16.93342
ABI1	chr10	26746593	26861087	-	2603	20.98012
ABI2	chr2	203327874	203447723	+	4238	6.02136
ABI3	chr17	49210227	49223225	+	118	1.8834
ABI3BP	chr3	100749156	100993515	-	219	0.72538
ABL1	chr9	130713881	130887675	+	1809	7.17961
ABL2	chr1	179099327	179229684	-	2039	5.22892
ABLIM1	chr10	114424445	114427398	-	0	0
ABLIM1	chr10	114431110	114768609	-	3578	10.10225
ABLIM2	chr4	7957489	8158832	-	3191	10.05695
ABLIM3	chr5	149141483	149260542	+	2044	8.99428
ABO	chr9	133250401	133275214	-	10	0.0535
ABR	chr17	1003518	1229630	-	15094	45.63364
ABR	chrALTS_NT_187613	42765	231794	-	0	0
ABR	chrALTS_NT_187664	42765	153205	-	0	0
ABRA	chr8	106759483	106770245	-	12	0.14808
ABRACL	chr6	139028682	139043302	+	46	0.86881
ABT1	chr6	26596943	26600744	+	208	2.39059
ABTB1	chr3	127672929	127680926	+	1916	9.78933
ABTB2	chr11	34150987	34358008	-	209	1.4285
AC012044.5	chr10	45815426	45817588	-	2	0.11564
AC022026.3	chr10	74371535	74372416	+	43	1.65745
AC022394.1	chr10	84081429	84081995	+	0	0
ACAA1	chr3	38103129	38137242	-	1048	5.01179
ACAA2	chr18	49782167	49813960	-	326	2.39996
ACACA	chr17	37084988	37406822	-	6268	16.68439
ACACA	chrALTS_NT_187614	1320992	1645967	-	0	0
ACACB	chr12	109116431	109268226	+	3223	7.41204
ACAD10	chr12	111686053	111757107	+	667	2.8441
ACAD11	chr3	132558138	132660723	-	1063	6.82895
ACAD8	chr11	134253495	134265855	+	1796	7.60949
ACAD9	chr3	128879490	128916082	+	2360	11.57761
ACADL	chr2	210187908	210225491	-	64	0.46254
ACADM	chr1	75724347	75763679	+	2118	16.35004
ACADM/RABGGTB	chr1	75749497	75787575	+	127	7.90772
ACADS	chr12	120725735	120740008	+	356	4.57059
ACADSB	chr10	123008913	123058311	+	1114	6.04704
ACADVL	chr17	7217125	7225273	+	11333	70.79892
ACAN	chr15	88803442	88875354	+	772	2.76532
ACAP1	chr17	7336529	7351478	+	46	0.22328
ACAP2	chr3	195274736	195443088	-	1924	5.92376
ACAP3	chr1	1292376	1309609	-	2780	9.13773
ACAT1	chr11	108121516	108148168	+	1135	8.81173
ACAT2	chr6	159760328	159779112	+	901	7.00303
ACBD3	chr1	226144679	226186730	-	548	3.6423
ACBD4	chr17	45132600	45144181	+	748	6.72922
ACBD5	chr10	27195214	27242275	-	3998	30.09741
ACBD6	chr1	180275380	180502954	-	366	5.25238
ACBD7	chr10	15015072	15088776	-	1554	12.10339
ACCS	chr11	44065925	44084240	+	140	0.81125
ACCSL	chr11	44047981	44059977	+	1	0.01821
ACD	chr16	67657512	67660815	-	816	8.60736
ACE	chr17	63477061	63521848	+	713	2.12985
ACE2	chrX	15561033	15602148	-	0	0
ACER1	chr19	6306142	6333629	-	0	0
ACER2	chr9	19408927	19452620	+	160	1.62325
ACER3	chr11	76860873	77026797	+	145	0.45134
ACHE	chr7	100889994	100896914	-	439	4.06667
ACIN1	chr14	23058564	23095614	-	6201	23.14108
ACKR1	chr1	159203307	159206500	+	230	2.96748
ACKR2	chr3	42804752	42887974	+	17	0.10568
ACKR3	chr2	236560781	236582358	+	460	3.84241
ACKR4	chr3	132597237	132618967	+	72	0.82863
ACLY	chr17	41866908	41930542	-	4067	26.50291
ACMSD	chr2	134838430	134902076	+	42	0.47078
ACN9	chr7	97116590	97181763	+	127	1.94225
ACNATP	chr9	101334084	101339347	-	0	0
ACO1	chr9	32384603	32454769	+	1173	5.04727
ACO2	chr22	41469117	41528989	+	15808	150.58116
ACOT1	chr14	73537114	73543794	+	161	3.19528
ACOT11	chr1	54542257	54639192	+	807	2.78251
ACOT12	chr5	81329921	81394169	-	4	0.05512
ACOT13	chr6	24667035	24705069	+	190	1.46872
ACOT2	chr14	73567620	73575658	+	567	8.05528
ACOT4	chr14	73591659	73596496	+	103	1.45359
ACOT6	chr14	73610945	73619888	+	28	0.80466
ACOT7	chr1	6264269	6394391	-	4821	33.49671
ACOT8	chr20	45841721	45857409	-	270	2.47217
ACOT9	chrX	23702253	23766475	-	301	2.02435
ACOX1	chr17	75941507	75979434	-	3443	14.22774
ACOX2	chr3	58505136	58537319	-	127	1.11884
ACOX3	chr4	8366282	8440725	-	708	6.25516
ACOXL	chr2	110732573	111118222	+	20	0.12728
ACP1	chr2	264140	278283	+	756	7.37284
ACP2	chr11	47239302	47248906	-	294	2.30196
ACP5	chr19	11574660	11579008	-	39	0.46901
ACP6	chr1	147642235	147670512	-	228	0.73389
ACPP	chr3	132317367	132368302	+	15	0.11884
ACPT	chr19	50790415	50795224	+	22	0.55526
ACR	chr22	50738196	50745334	+	20	0.35377
ACRBP	chr12	6619683	6647460	-	46	0.34439
ACRC	chrX	71577990	71613590	+	1323	10.97292
ACRV1	chr11	125671522	125681123	-	52	0.79921
ACSBG1	chr15	78167468	78234707	-	2126	10.23472
ACSBG2	chr19	6135247	6193103	+	13	0.12781
ACSF2	chr17	50426158	50474845	+	302	1.78745
ACSF3	chr16	89093809	89155846	+	1278	3.7781
ACSL1	chr4	184755595	184826818	-	477	2.62531
ACSL3	chr2	222860934	222944639	+	4380	21.25721
ACSL4	chrX	109629350	109733403	-	1240	5.0198
ACSL5	chr10	112374018	112428380	+	758	5.86075
ACSL6	chr5	131806990	132012177	-	4877	11.10017
ACSM1	chr16	20623233	20698890	-	9	0.10643
ACSM2A	chr16	20451515	20487669	+	0	0
ACSM2A	chr16	20487702	20489659	+	0	0
ACSM2B	chr16	20536226	20576373	-	0	0
ACSM3	chr16	20610243	20797581	+	31	0.12824
ACSM4	chr12	7304284	7328724	+	7	0.09608
ACSM5	chr16	20409529	20441336	+	68	0.74791
ACSM6	chr10	95194200	95228929	+	50	0.60536
ACSS1	chr20	25005147	25058980	-	1197	2.6449
ACSS2	chr20	34872146	34927966	+	795	5.09474
ACSS3	chr12	81022383	81261205	+	848	2.75405
ACT1GP1	chr3	139493809	139494937	+	17	0.51191
ACTA1	chr1	229431245	229434098	-	41	0.93236
ACTA2	chr10	88935074	88991390	-	1564	5.76195
ACTA2-AS1	chr10	88932684	88939974	+	569	9.46856
ACTB	chr7	5527148	5563784	-	138198	1441.64282
ACTBL2	chr5	57480016	57482809	-	13	0.15818
ACTBP2	chr6	88275882	88276989	-	5	0.15342
ACTC1	chr15	34788096	34796139	-	72	0.52754
ACTG1	chr17	81509971	81523847	-	49829	566.18823
ACTG1P4	chr1	103569404	103571391	+	60	1.02607
ACTG2	chr2	73892314	73919865	+	71	0.48179
ACTGP10	chrX	53142832	53143913	-	120	3.77046
ACTGP3	chr20	1160584	1161697	+	5	0.15259
ACTGP5	chr1	92228581	92229435	-	4	0.15905
ACTGP9	chr6	46204729	46207386	+	45	0.57557
ACTL10	chr20	33666498	33668525	+	11	0.1844
ACTL6A	chr3	179562880	179588408	+	112	1.0361
ACTL6B	chr7	100643097	100656461	-	845	11.23043
ACTL7A	chr9	108862228	108863759	+	4	0.08876
ACTL7B	chr9	108854588	108856967	-	1	0.01428
ACTL8	chr1	17755313	17827063	+	0	0
ACTL9	chr19	8697397	8698830	-	0	0
ACTN1	chr14	68870498	68979440	-	3822	10.27816
ACTN2	chr1	236686454	236764631	+	3389	20.83467
ACTN3	chr11	66546274	66563329	+	18	0.16557
ACTN4	chr19	38647616	38731583	+	15944	99.87981
ACTR10	chr14	58200080	58235636	+	710	5.9762
ACTR1A	chr10	102479229	102502755	-	2876	22.36909
ACTR1B	chr2	97655939	97664107	-	2560	29.84645
ACTR2	chr2	65227695	65271253	+	3886	20.49841
ACTR3	chr2	113889934	113962596	+	2848	8.04381
ACTR3B	chr7	152759749	152887714	+	729	3.65705
ACTR3BP2	chr2	91940668	91942470	+	0	0
ACTR3BP5	chr10	38696424	38698241	+	0	0
ACTR3C	chr7	150242261	150323714	-	39	0.15769
ACTR5	chr20	38748294	38772520	+	203	2.58964
ACTR6	chr12	100199865	100241865	+	402	3.17389
ACTR8	chr3	53865016	53882202	-	470	3.95803
ACTRT1	chrX	128050962	128052403	-	3	0.07073
ACTRT2	chr1	3021482	3022903	+	1	0.02391
ACTRT3	chr3	169766921	169769895	-	33	0.55955
ACVR1	chr2	157736444	157875862	-	718	5.96234
ACVR1B	chr12	51951667	51997079	+	1015	6.2074
ACVR1C	chr2	157526767	157629005	-	370	1.36801
ACVR2A	chr2	147844517	147930827	+	808	4.05694
ACVR2B	chr3	38453851	38493142	+	729	1.56256
ACVR2B-AS1	chr3	38451033	38454820	-	0	0
ACVRL1	chr12	51906908	51923361	+	1561	10.57157
ACY1	chr3	51983284	51989202	+	167	2.22298
ACY3	chr11	67642555	67650659	-	8	0.13177
ACYP1	chr14	75053221	75069478	-	391	13.20041
ACYP2	chr2	54115273	54305300	+	559	6.92829
ADA	chr20	44619519	44652233	-	643	5.08965
ADAD1	chr4	122378966	122429802	+	0	0
ADAD2	chr16	84191117	84197168	+	5	0.04114
ADAL	chr15	43330356	43354555	+	363	2.31406
ADAM10	chr15	58588807	58749978	-	2588	6.00657
ADAM11	chr17	44759031	44781846	+	1023	6.60067
ADAM12	chr10	126012381	126388558	-	121	0.34691
ADAM15	chr1	155050566	155062776	+	1039	5.36414
ADAM17	chr2	9488486	9555792	-	1295	7.98876
ADAM18	chr8	39584489	39730064	+	0	0
ADAM18	chrALTS_NT_187577	335202	480684	+	0	0
ADAM19	chr5	157395534	157575823	-	364	1.67409
ADAM1A	chr12	111899063	111902238	+	249	2.66538
ADAM2	chr8	39743735	39838289	-	0	0
ADAM2	chrALTS_NT_187577	494374	588925	-	0	0
ADAM20	chr14	70522358	70556039	-	191	2.01847
ADAM20P1	chr14	70468876	70483756	-	30	0.33561
ADAM21	chr14	70452157	70459905	+	152	1.93977
ADAM21P1	chr14	70245491	70247801	-	42	0.61786
ADAM22	chr7	87934143	88202889	+	3294	10.34035
ADAM23	chr2	206443539	206621130	+	4656	13.16997
ADAM28	chr8	24294040	24359018	+	203	0.74942
ADAM29	chr4	174829668	174978180	+	12	0.06762
ADAM30	chr1	119893533	119896524	-	1	0.01136
ADAM32	chr8	39107531	39284917	+	127	0.44975
ADAM32	chrALTS_NT_187577	13214	190632	+	0	0
ADAM33	chr20	3667965	3682690	-	144	0.66309
ADAM3A	chr8	39451045	39522989	-	0	0
ADAM5	chr8	39314591	39417378	+	0	0
ADAM5	chrALTS_NT_187577	220374	267549	+	0	0
ADAM6	chr14	105969729	105972269	-	0	0
ADAM6	chrALTS_NT_187600	437498	440038	-	0	0
ADAM7	chr8	24440930	24512760	+	12	0.08529
ADAM8	chr10	133262403	133276903	-	71	0.47135
ADAM9	chr8	38996986	39105261	+	4570	31.46975
ADAM9	chrALTS_NT_187577	7546	10944	+	0	0
ADAMDEC1	chr8	24384285	24406013	+	2	0.02787
ADAMTS1	chr21	26835747	26845409	-	2151	10.50833
ADAMTS10	chr19	8580240	8610753	-	1489	8.67995
ADAMTS12	chr5	33523535	33892192	-	53	0.18427
ADAMTS12	chrALTS_NT_187551	74965	93341	-	0	0
ADAMTS13	chr9	133414339	133459403	+	1665	9.88215
ADAMTS14	chr10	70672803	70762441	+	182	0.91287
ADAMTS15	chr11	130448974	130476644	+	56	0.31058
ADAMTS16	chr5	5140330	5320304	+	161	0.94681
ADAMTS17	chr15	99971438	100342005	-	468	2.07602
ADAMTS18	chr16	77282128	77435114	-	61	0.32388
ADAMTS19	chr5	129460265	129738683	+	312	1.94625
ADAMTS2	chr5	179110851	179345430	-	287	1.26749
ADAMTS20	chr12	43353866	43551921	-	16	0.07511
ADAMTS3	chr4	72280969	72568799	-	359	1.85344
ADAMTS4	chr1	161184308	161199056	-	436	1.43436
ADAMTS5	chr21	26917912	26967120	-	42	0.14777
ADAMTS6	chr5	65148736	65481920	-	137	0.55434
ADAMTS7	chr15	78759203	78811463	-	28	0.11999
ADAMTS7P1	chr15	82293283	82334609	+	33	0.21596
ADAMTS8	chr11	130404923	130428993	-	698	5.24417
ADAMTS9	chr3	64515654	64688000	-	2564	8.02433
ADAMTS9-AS1	chr3	64561711	64589961	+	2	0.02123
ADAMTS9-AS2	chr3	64685104	64975536	+	7	0.09966
ADAMTSL1	chr9	18473894	18910950	+	168	0.45971
ADAMTSL2	chr9	133532164	133575519	+	812	4.27993
ADAMTSL3	chr15	83654086	84039842	+	361	1.21322
ADAMTSL4	chr1	150549369	150560937	+	460	2.30999
ADAMTSL4-AS1	chr1	150560202	150562115	-	6	0.10657
ADAMTSL5	chr19	1498611	1513556	-	18	0.16323
ADAP1	chr7	897900	975549	-	1623	10.56628
ADAP1/COX19	chr7	972701	975549	-	17	0.62549
ADAP2	chr17	30921679	30959322	+	215	2.11865
ADAR	chr1	154582057	154627999	-	15769	61.63466
ADARB1	chr21	45073853	45226563	+	1473	4.49368
ADARB2	chr10	1177313	1737476	-	469	1.50477
ADAT1	chr16	75598349	75623323	-	339	2.47742
ADAT2	chr6	143422832	143450704	-	46	0.19781
ADAT3	chr19	1905372	1913447	+	25	0.37892
ADCK1	chr14	77800083	77935012	+	457	3.13681
ADCK2	chr7	140672930	140695121	+	534	6.65727
ADCK3	chr1	226896888	226987545	+	2464	9.7394
ADCK4	chr19	40691529	40718207	-	455	2.75438
ADCK5	chr8	144373101	144393242	+	328	4.02709
ADCY1	chr7	45574140	45723116	+	11079	27.83832
ADCY10	chr1	167809120	167914369	-	113	0.60776
ADCY10P1	chr6	41101022	41140835	+	16	0.06669
ADCY2	chr5	7396208	7830081	+	4561	9.49135
ADCY3	chr2	24819169	24919839	-	2395	13.6799
ADCY4	chr14	24318349	24335093	-	183	0.77122
ADCY5	chr3	123282296	123449758	-	3243	12.3435
ADCY6	chr12	48766192	48789037	-	1583	5.75339
ADCY7	chr16	50244919	50318135	+	367	1.41847
ADCY8	chr8	130780300	131042426	-	1180	6.75475
ADCY9	chr16	3962649	4116185	-	3262	10.84048
ADCYAP1	chr18	904365	912172	+	139	1.12944
ADCYAP1R1	chr7	31052461	31111479	+	2621	13.04246
ADD1	chr4	2843727	2930076	+	10532	27.09468
ADD2	chr2	70607618	70768243	-	5286	14.25801
ADD3	chr10	109996368	110135565	+	5842	24.82009
ADGB	chr6	146598965	146815462	+	7	0.03148
ADH1A	chr4	99276366	99291028	-	5	0.08196
ADH1B	chr4	99304964	99321442	-	45	0.24896
ADH1C	chr4	99336492	99353027	-	4	0.07815
ADH4	chr4	99123657	99144298	-	1	0.01488
ADH5	chr4	99070978	99088801	-	672	3.3711
ADH5B	chr6	65836930	65838039	-	229	7.01379
ADH6	chr4	99202638	99219537	-	1	0.00901
ADH7	chr4	99412261	99435737	-	0	0
ADHFE1	chr8	66432483	66471601	+	437	4.21227
ADHFE1/C8orf46	chr8	66471441	66474939	+	0	0
ADI1	chr2	3497361	3519736	-	249	1.58793
ADI1	chrALTS_NT_187522	107389	110465	-	0	0
ADIG	chr20	38581195	38588463	+	0	0
ADIPOQ	chr3	186842674	186858463	+	0	0
ADIPOR1	chr1	202940823	202958572	-	1042	10.81345
ADIPOR2	chr12	1688574	1788679	+	330	2.42259
ADIRF	chr10	86968192	86983934	+	234	4.18479
ADIRF-AS1	chr10	86965741	86971311	-	259	2.30382
ADK	chr10	74151185	74709303	+	1520	15.29311
ADM	chr11	10304680	10307397	+	100	1.45597
ADM2	chr22	50481556	50486440	+	0	0
ADM5	chr19	49688664	49690990	+	7	0.11157
ADNP	chr20	50888918	50931240	-	1679	7.9246
ADNP2	chr18	80109031	80140351	+	665	3.97398
ADO	chr10	62804756	62808483	+	112	1.02137
ADORA1	chr1	203090654	203167405	+	227	1.81541
ADORA2A	chr22	24417879	24442360	+	129	1.04594
ADORA2A-AS1	chr22	24429210	24432430	-	27	0.46103
ADORA2B	chr17	15944917	15975896	+	139	1.74957
ADORA2BP	chr1	209744373	209745214	+	0	0
ADORA3	chr1	111483348	111563977	-	358	2.84766
ADPGK	chr15	72751367	72784326	-	343	1.33604
ADPGK-AS1	chr15	72782835	72805542	+	5	0.0297
ADPRH	chr3	119579268	119589945	+	29	0.21363
ADPRHL1	chr13	113421940	113453631	-	230	3.23112
ADPRHL2	chr1	36088852	36093932	+	186	3.73947
ADPRM	chr17	10697594	10712947	+	311	3.17128
